,CHỈ TIÊU,2017,2018,2019,2020,2021,2022
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,1526983041248.0,1534143222038.0,2792114204467.0,3657429177860.0,4435236049078.0,4240290844108.0
37,GTCL TSCĐ hữu hình,1526835314348.0,1533995495138.0,2791966477567.0,3657281450960.0,4435088322178.0,4240143117208.0
38,Nguyên giá TSCĐ hữu hình,1682832297754.0,1746876836003.0,3080707815357.0,4060490880354.0,5044663343303.0,5055677710378.0
39,Khấu hao lũy kế TSCĐ hữu hình,-155996983406.0,-212881340865.0,-288741337790.0,-403209429394.0,-609575021125.0,-815534593170.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,147726900.0,147726900.0,147726900.0,147726900.0,147726900.0,147726900.0
44,Nguyên giá TSCĐ vô hình,147726900.0,147726900.0,147726900.0,147726900.0,147726900.0,147726900.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,178495857646.0,793603962068.0,851192390832.0,849305203447.0,41846615423.0,45742613523.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,14790000000.0,178757889892.0,116700000000.0,116700000000.0,116700000000.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,13000000000.0,176967889892.0,115500000000.0,115500000000.0,115500000000.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,1790000000.0,1790000000.0,1200000000.0,1200000000.0,1200000000.0
58,Tài sản dài hạn khác,332530287.0,108778794.0,0.0,0.0,139543358.0,158191520.0
59,Trả trước dài hạn,332530287.0,108778794.0,0.0,0.0,139543358.0,158191520.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,1013637139643.0,1505129106561.0,2374144531386.0,3070762127471.0,2993654974270.0,2671810540433.0
65,Nợ ngắn hạn,31678270799.0,186805468216.0,435444565298.0,410533567409.0,426140968558.0,395388602735.0
66,Phải trả người bán,11242113966.0,9847402950.0,55819247064.0,84171081719.0,10813830817.0,2165020924.0
67,Người mua trả tiền trước,1343942364.0,0.0,0.0,0.0,0.0,0.0
68,Thuế và các khoản phải trả Nhà nước,15216068321.0,6492830657.0,5824802832.0,12974217068.0,25434780174.0,27944444906.0
69,Phải trả người lao động,0.0,0.0,884938077.0,3078357229.0,1691202568.0,4524745099.0
70,Chi phí phải trả,0.0,11223007941.0,39596074280.0,12025165845.0,15479746692.0,13140579203.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,2426146148.0,301374768.0,99154830.0,24722745548.0,19194696495.0,41489903675.0
75,Vay ngắn hạn,1450000000.0,158940851900.0,333220348215.0,273562000000.0,346189634000.0,292905477598.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",0.0,0.0,0.0,0.0,7337077812.0,13218431330.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,981958868844.0,1318323638345.0,1938699966088.0,2660228560062.0,2567514005712.0,2276421937698.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,378808650231.0,375051600231.0,267510689621.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,125307948000.0,125307948000.0,125307948000.0
88,Vay dài hạn,981958868844.0,1318323638345.0,1938699966088.0,2156111961831.0,2067154457481.0,1883603300077.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,1093037762055.0,1185370764192.0,1547075485857.0,1652693449394.0,1759967133548.0,1933720315330.0
96,Vốn và các quỹ,1093037762055.0,1185370764192.0,1547075485857.0,1652693449394.0,1759967133548.0,1933720315330.0
97,Vốn góp,967000000000.0,967000000000.0,1350000000000.0,1350000000000.0,1457999040000.0,1574629370000.0
98,Cổ phiếu phổ thông,967000000000.0,967000000000.0,1350000000000.0,1350000000000.0,1457999040000.0,1574629370000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,0.0,0.0,0.0,0.0,0.0,0.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,126037762055.0,218370764192.0,197075485857.0,302693449394.0,301968093548.0,359090945330.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,126037762055.0,121670764192.0,197075485857.0,187357331582.0,177461117830.0
112,LNST chưa phân phối kỳ này,126037762055.0,92333002137.0,75404721665.0,105617963537.0,114610761966.0,181629827500.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,2106674901698.0,2690499870753.0,3921220017243.0,4723455576865.0,4753622107818.0,4605530855763.0
