,CHỈ TIÊU,2016,2017,2018,2019,2020,2021
24,Phải thu thuế khác,421051711.0,696042764.0,541894360.0,87817182.0,120344035.0,598454331.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,17269988821.0,15919394508.0,14280546506.0,12928095993.0,12771948950.0,11586027246.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,125000000.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,125000000.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,17179064528.0,15769889440.0,14247879624.0,12725512637.0,11500143580.0,11454205003.0
37,GTCL TSCĐ hữu hình,12690322528.0,11281147440.0,9759137624.0,8236770637.0,7011401580.0,6965463003.0
38,Nguyên giá TSCĐ hữu hình,50294417367.0,50451413367.0,50497832367.0,50497832367.0,50497832367.0,51661990094.0
39,Khấu hao lũy kế TSCĐ hữu hình,-37604094839.0,-39170265927.0,-40738694743.0,-42261061730.0,-43486430787.0,-44696527091.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,4488742000.0,4488742000.0,4488742000.0,4488742000.0,4488742000.0,4488742000.0
44,Nguyên giá TSCĐ vô hình,4488742000.0,4488742000.0,4488742000.0,4488742000.0,4488742000.0,4488742000.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,0.0,0.0,1164157727.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,90924293.0,149505068.0,32666882.0,202583356.0,107647643.0,6822243.0
59,Trả trước dài hạn,90924293.0,149505068.0,32666882.0,202583356.0,107647643.0,6822243.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,5985954843.0,6722347720.0,6666298587.0,7020196348.0,5600938727.0,8630865406.0
65,Nợ ngắn hạn,5985954843.0,6722347720.0,6666298587.0,7020196348.0,5291288427.0,8241451106.0
66,Phải trả người bán,133000.0,133000.0,133000.0,133000.0,133000.0,133000.0
67,Người mua trả tiền trước,19375743.0,19375347.0,19375347.0,19375347.0,841976347.0,1663011947.0
68,Thuế và các khoản phải trả Nhà nước,452344987.0,0.0,578231422.0,131809093.0,128762880.0,320262573.0
69,Phải trả người lao động,500000000.0,0.0,0.0,1409602000.0,1000000000.0,1030872000.0
70,Chi phí phải trả,0.0,0.0,0.0,0.0,0.0,0.0
71,Phải trả nội bộ,3489415156.0,6090713305.0,5440531722.0,4827797145.0,2629243422.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,303879163.0,612126068.0,628027096.0,631248763.0,634760006.0,5141474921.0
75,Vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
76,Dự phòng các khoản phải trả ngắn hạn,1150000000.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",70806794.0,0.0,0.0,231000.0,56412772.0,85696665.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,0.0,0.0,0.0,0.0,309650300.0,389414300.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,309650300.0,389414300.0
88,Vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,29505127226.0,28870922174.0,28118374588.0,27676712850.0,27357752537.0,26597738105.0
96,Vốn và các quỹ,18738861967.0,18722584915.0,18581675639.0,18711904881.0,18993328568.0,18776578136.0
97,Vốn góp,18416170000.0,18416170000.0,18416170000.0,18416170000.0,18416170000.0,18416170000.0
98,Cổ phiếu phổ thông,18416170000.0,18416170000.0,18416170000.0,18416170000.0,18416170000.0,18416170000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,0.0,15676044.0,44749932.0,94730932.0,163725486.0,217237468.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,322691967.0,290738871.0,120755707.0,201003949.0,413433082.0,143170668.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,0.0,0.0,0.0,0.0,0.0
112,LNST chưa phân phối kỳ này,322691967.0,290738871.0,120755707.0,201003949.0,413433082.0,143170668.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,10766265259.0,10148337259.0,9536698949.0,8964807969.0,8364423969.0,7821159969.0
116,Vốn ngân sách nhà nước,10766265259.0,0.0,0.0,0.0,-28496000.0,128000.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,10148337259.0,9536698949.0,8964807969.0,8392919969.0,7821031969.0
119,TỔNG CỘNG NGUỒN VỐN,35491082069.0,35593269894.0,34784673175.0,34696909198.0,32958691264.0,35228603511.0
