,CHỈ TIÊU,Q2 2016,Q3 2016,Q4 2016,Q2 2017
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,777963431.0,519327536.0,428148797.0,266212745.0
59,Trả trước dài hạn,777963431.0,519327536.0,428148797.0,266212745.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0
63,Lợi thế thương mại,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,87402581749.0,144330118433.0,200475190816.0,78508669028.0
65,Nợ ngắn hạn,87402581749.0,144330118433.0,200475190816.0,78508669028.0
66,Phải trả người bán,67875774568.0,136545028020.0,173331850952.0,59394445436.0
67,Người mua trả tiền trước,12215909384.0,884184179.0,107917000.0,2051281552.0
68,Thuế và các khoản phải trả Nhà nước,1018847860.0,409597043.0,1917897873.0,780165709.0
69,Phải trả người lao động,3853682882.0,4584790196.0,7499309608.0,13208405038.0
70,Chi phí phải trả,61580066.0,54095794.0,239728324.0,64580405.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0
74,Phải trả khác,711814813.0,677684925.0,16725322496.0,2629958093.0
75,Vay ngắn hạn,0.0,0.0,0.0,0.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",1664972176.0,1174738276.0,653164563.0,379832795.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0
80,Nợ dài hạn,0.0,0.0,0.0,0.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0
88,Vay dài hạn,0.0,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0
92,Dự phòng trợ cấp thôi việc,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,58345809398.0,59984197570.0,59890126134.0,56632144439.0
96,Vốn và các quỹ,58345809398.0,59984197570.0,59890126134.0,56632144439.0
97,Vốn góp,50000000000.0,50000000000.0,50000000000.0,50000000000.0
98,Cổ phiếu phổ thông,50000000000.0,50000000000.0,50000000000.0,50000000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,261091481.0,261091481.0,261091481.0,261091481.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,4918607031.0,4918607031.0,4918607031.0,4918607031.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0
108,Quỹ dự phòng tài chính,0.0,0.0,0.0,0.0
109,Quỹ khác,570615390.0,570615390.0,570615390.0,570615390.0
110,Lãi chưa phân phối,2595495496.0,4233883668.0,4139812232.0,881830537.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,1746028259.0,1746028259.0,1746028259.0,0.0
112,LNST chưa phân phối kỳ này,849467237.0,2487855409.0,2393783973.0,881830537.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0
115,"Quỹ khen thưởng, phúc lợi (trước 2010)",0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0
118,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,145748391147.0,204314316003.0,260365316950.0,135140813467.0
