,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,2655546380.0,2655217656.0,8366942023.0,8957400843.0,4208272301.0,2829318214.0,2350409099.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,2655546380.0,2655217656.0,8366942023.0,8957400843.0,4208272301.0,2580818214.0,2089909099.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0,248500000.0,260500000.0
88,Vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,73185835923.0,75049888998.0,75154697095.0,82839320878.0,80076088380.0,77409347952.0,78326464300.0
96,Vốn và các quỹ,73185835923.0,75049888998.0,75154697095.0,82839320878.0,80076088380.0,77409347952.0,78326464300.0
97,Vốn góp,44000000000.0,44000000000.0,44000000000.0,44000000000.0,44000000000.0,44000000000.0,44000000000.0
98,Cổ phiếu phổ thông,44000000000.0,44000000000.0,44000000000.0,44000000000.0,44000000000.0,44000000000.0,44000000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,356849738.0,356849738.0,356849738.0,356849738.0,356849738.0,356849738.0,356849738.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,13885379775.0,14573420650.0,15282060298.0,15953625214.0,17613171142.0,18472267627.0,18744562342.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,8064709810.0,9274227096.0,8801602305.0,14768674613.0,9812457107.0,7061340234.0,7296662797.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,1491085296.0,2227292017.0,2265192374.0,2181491878.0,2312315342.0,2606578176.0,2641576233.0
112,LNST chưa phân phối kỳ này,6573624514.0,7046935079.0,6536409931.0,12587182735.0,7500141765.0,4454762058.0,4655086564.0
113,Lợi ích cổ đông không kiểm soát,6878896600.0,6845391514.0,6714184754.0,7760171313.0,8293610393.0,7518890353.0,7928389423.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,220121141976.0,204226059550.0,215974975031.0,249428151513.0,216724470227.0,195813441216.0,184884588205.0
