,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
69,Phải trả người lao động,1214971475.0,1337436246.0,2780780529.0,1442965310.0,1465784048.0,2793105581.0,3134894010.0
70,Chi phí phải trả,12322139.0,8764579.0,0.0,302053140.0,551309999.0,555193728.0,1956615907.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,60000000.0
74,Phải trả khác,3920466316.0,27261155260.0,133673819.0,167617884.0,1786983668.0,2872429361.0,3502948829.0
75,Vay ngắn hạn,19413500000.0,14865090000.0,17880500000.0,67954169000.0,39384470000.0,123530000000.0,319458353900.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",4139481401.0,4021258318.0,1198411894.0,154739164.0,823637495.0,153637495.0,842029564.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,236566667.0,242566667.0,202566667.0,382566667.0,1400686667.0,1685499242.0,4838566667.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,236566667.0,242566667.0,202566667.0,382566667.0,1400686667.0,1685499242.0,4838566667.0
88,Vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,52403160163.0,35576464064.0,56190501006.0,115120859277.0,131631221646.0,150869574470.0,158481150100.0
96,Vốn và các quỹ,52403160163.0,35576464064.0,56190501006.0,115120859277.0,131631221646.0,150869574470.0,158481150100.0
97,Vốn góp,20798000000.0,20798000000.0,20798000000.0,41596000000.0,41596000000.0,41596000000.0,41596000000.0
98,Cổ phiếu phổ thông,20798000000.0,20798000000.0,20798000000.0,41596000000.0,41596000000.0,41596000000.0,41596000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,20594900000.0,20594900000.0,20594900000.0,20594900000.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,14336715880.0,12323598766.0,12323598766.0,12323598766.0,12323598766.0,12323598766.0,12323598766.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,17268444283.0,2454865298.0,23068902240.0,40606360511.0,57116722880.0,76355075704.0,83966651334.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,8313765497.0,2454865298.0,2454865298.0,23068902240.0,39904862180.0,57116722880.0,74704683635.0
112,LNST chưa phân phối kỳ này,8954678786.0,0.0,20614036942.0,17537458271.0,17211860700.0,19238352824.0,9261967699.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,84016890861.0,86343169908.0,81666679666.0,190670453513.0,180428690018.0,287049726455.0,501337307233.0
