,CHỈ TIÊU,2018,2019,2020,2021,2022
64,NỢ PHẢI TRẢ,36909545.0,150269602.0,1166942714163.0,1077161275546.0,940614539753.0
65,Nợ ngắn hạn,36909545.0,150269602.0,306181016573.0,376456984300.0,316333812958.0
66,Phải trả người bán,0.0,0.0,46834007878.0,33648643309.0,243203412364.0
67,Người mua trả tiền trước,0.0,0.0,161197352747.0,227658242928.0,4819645515.0
68,Thuế và các khoản phải trả Nhà nước,36909545.0,150269602.0,6889374719.0,37606957467.0,14105405961.0
69,Phải trả người lao động,0.0,0.0,1134303682.0,865687041.0,92464997.0
70,Chi phí phải trả,0.0,0.0,51403189189.0,26275201996.0,7339756100.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,0.0,0.0,10958278848.0,14612096899.0,7132128021.0
75,Vay ngắn hạn,0.0,0.0,27764509510.0,35790154660.0,39641000000.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",0.0,0.0,0.0,0.0,0.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,0.0,0.0,860761697590.0,700704291246.0,624280726795.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,21176351411.0,21094247243.0,39016128076.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,207527471460.0,66925445284.0,0.0
88,Vay dài hạn,0.0,0.0,632057874719.0,612684598719.0,585264598719.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,6898606719.0,14493681126.0,627583729766.0,674135301769.0,757869999275.0
96,Vốn và các quỹ,6898606719.0,14493681126.0,627583729766.0,674135301769.0,757869999275.0
97,Vốn góp,6780000000.0,13780000000.0,507258870000.0,507258870000.0,540488870000.0
98,Cổ phiếu phổ thông,6780000000.0,13780000000.0,507258870000.0,507258870000.0,540488870000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,0.0,0.0,0.0,0.0,0.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,118606719.0,713681126.0,63876771148.0,105980025930.0,148533444381.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,-29031461.0,118606719.0,49942839568.0,63876771148.0,131773386526.0
112,LNST chưa phân phối kỳ này,147638180.0,595074407.0,13933931580.0,42103254782.0,16760057855.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,56448088618.0,0.0,68847684894.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,6935516264.0,14643950728.0,1794526443929.0,1751296577315.0,1698484539028.0
