,CHỈ TIÊU,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022
26,Tài sản lưu động khác,8209000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,1442200562799.0,1429221404323.0,1382440928620.0,1368874311677.0,1351850093238.0,1341087217938.0,1335072771674.0,1324777294224.0
28,Phải thu dài hạn,158874474565.0,158568755156.0,158568755156.0,158368755156.0,158568755156.0,158368755156.0,158368755156.0,158368755156.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,158874474565.0,158568755156.0,158568755156.0,158368755156.0,158568755156.0,158368755156.0,158368755156.0,158368755156.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,915105850515.0,1270416968758.0,1221770027220.0,1200543044997.0,1185510257453.0,1175074756928.0,1169103937583.0,1158887113328.0
37,GTCL TSCĐ hữu hình,872818849267.0,1230183965460.0,1220954583373.0,1199744683195.0,1185090433408.0,1174661492634.0,1168697233040.0,1158493528287.0
38,Nguyên giá TSCĐ hữu hình,953090239672.0,1323083301361.0,1323083301361.0,1315796264259.0,1291418396834.0,1291418396834.0,1295918396834.0,1303618922534.0
39,Khấu hao lũy kế TSCĐ hữu hình,-80271390405.0,-92899335901.0,-102128717988.0,-116051581064.0,-106327963426.0,-116756904200.0,-127221163794.0,-145125394247.0
40,GTCL Tài sản thuê tài chính,2059275442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,4584108182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,-2524832740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,40227725806.0,40233003298.0,815443847.0,798361802.0,419824045.0,413264294.0,406704543.0,393585041.0
44,Nguyên giá TSCĐ vô hình,40531959500.0,40531959500.0,1120959500.0,1120959500.0,738459500.0,738459500.0,738459500.0,738459500.0
45,Khấu hao lũy kế TSCĐ vô hình,-304233694.0,-298956202.0,-305515653.0,-322597698.0,-318635455.0,-325195206.0,-331754957.0,-344874459.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,368220237719.0,191972077.0,2062437911.0,2447831825.0,191972077.0,191972077.0,191972077.0,191972077.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,0.0,43708332.0,39708333.0,7514679699.0,7579108552.0,7451733777.0,7408106858.0,7329453663.0
59,Trả trước dài hạn,0.0,43708332.0,39708333.0,7514679699.0,7579108552.0,7451733777.0,7408106858.0,7329453663.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,1171577909637.0,1164526022636.0,1222225453654.0,1218401150666.0,961934299936.0,955999636177.0,911704122319.0,940614539753.0
65,Nợ ngắn hạn,336707043015.0,363608464780.0,414638873906.0,392471835327.0,294926698734.0,274019497664.0,263836395524.0,316333812958.0
66,Phải trả người bán,52534297382.0,42533537012.0,44518782758.0,20132994471.0,30049268942.0,32978304796.0,41964963780.0,243203412364.0
67,Người mua trả tiền trước,178875390376.0,169620013920.0,203370585391.0,252820724327.0,167201242910.0,179184773116.0,171806008381.0,4819645515.0
68,Thuế và các khoản phải trả Nhà nước,9426269887.0,18874727265.0,27382212173.0,42496039660.0,21567747012.0,14999112314.0,10027989715.0,14105405961.0
69,Phải trả người lao động,2896846598.0,1122734954.0,883271849.0,857870956.0,1115909860.0,1094135742.0,1013829588.0,92464997.0
70,Chi phí phải trả,55988484051.0,65288113106.0,59308711610.0,27914034184.0,25128748214.0,5486483005.0,7193736600.0,7339756100.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,12303688461.0,41612336523.0,54853965465.0,12434042069.0,13711590136.0,13976010031.0,7188867460.0,7132128021.0
75,Vay ngắn hạn,24682066260.0,24557002000.0,24321344660.0,35816129660.0,36152191660.0,26300678660.0,24641000000.0,39641000000.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,834870866622.0,800917557856.0,807586579748.0,825929315339.0,667007601202.0,681980138513.0,647867726795.0,624280726795.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,21176351411.0,20896225024.0,20749225024.0,20749225024.0,21083947910.0,40987641016.0,39163128076.0,39016128076.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,181671203492.0,152362880966.0,159430810858.0,182534015596.0,33239054573.0,32287898778.0,0.0,0.0
88,Vay dài hạn,632023311719.0,627496398719.0,627244490719.0,622646074719.0,612684598719.0,608704598719.0,608704598719.0,585264598719.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,162053147.0,162053147.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,629686870882.0,640017393626.0,644534041457.0,682100717258.0,680097396002.0,736490567734.0,736046896225.0,757869999275.0
96,Vốn và các quỹ,629686870882.0,640017393626.0,644534041457.0,682100717258.0,680097396002.0,736490567734.0,736046896225.0,757869999275.0
97,Vốn góp,507258870000.0,507258870000.0,507258870000.0,507258870000.0,507258870000.0,507258870000.0,540488870000.0,540488870000.0
98,Cổ phiếu phổ thông,507258870000.0,507258870000.0,507258870000.0,507258870000.0,507258870000.0,507258870000.0,540488870000.0,540488870000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,65767336733.0,74953932340.0,79470580171.0,112970122514.0,111362875626.0,130278100888.0,131638524404.0,148533444381.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,62091507809.0,63876771148.0,63876771148.0,63868285567.0,105980025930.0,104828371841.0,105988536151.0,131773386526.0
112,LNST chưa phân phối kỳ này,3675828924.0,11077161192.0,15593809023.0,49101836947.0,5382849696.0,25449729047.0,25649988253.0,16760057855.0
113,Lợi ích cổ đông không kiểm soát,0.0,57804591286.0,57804591286.0,61871724744.0,61475650376.0,98953596846.0,63919501821.0,68847684894.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,1801264780519.0,1804543416262.0,1866759495111.0,1900501867924.0,1642031695938.0,1692490203911.0,1647751018544.0,1698484539028.0
