,CHỈ TIÊU,2011,2013,2019,2020,2021,2022
18,"Hàng tồn kho, ròng",8024606871.0,8189409507.0,5051681393.0,4645934708.0,7137942994.0,4671771543.0
19,Hàng tồn kho,8024606871.0,8189409507.0,5130281502.0,4724534817.0,7216543103.0,4750371652.0
20,Dự phòng giảm giá HTK,0.0,0.0,-78600109.0,-78600109.0,-78600109.0,-78600109.0
21,Tài sản lưu động khác,3000483807.0,4316458382.0,674331409.0,250610445.0,107044517.0,0.0
22,Trả trước ngắn hạn,0.0,0.0,46211194.0,0.0,0.0,0.0
23,Thuế VAT phải thu,200396815.0,0.0,628120215.0,250610445.0,107044517.0,0.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,2800086992.0,4316458382.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,10394413110.0,9011373440.0,11240867429.0,10590945878.0,9459908042.0,8879583259.0
28,Phải thu dài hạn,0.0,0.0,1608000000.0,1608000000.0,1608000000.0,1608000000.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,1608000000.0,1608000000.0,1608000000.0,1608000000.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,9839941339.0,8814352692.0,9087001133.0,8498226578.0,7851908042.0,7271583259.0
37,GTCL TSCĐ hữu hình,6206814483.0,5214352692.0,5444745913.0,4868647918.0,4235005942.0,3667357719.0
38,Nguyên giá TSCĐ hữu hình,9655260306.0,9003739194.0,9533796365.0,9578796365.0,9578796365.0,9612423638.0
39,Khấu hao lũy kế TSCĐ hữu hình,-3448445823.0,-3789386502.0,-4089050452.0,-4710148447.0,-5343790423.0,-5945065919.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,3633126856.0,3600000000.0,3642255220.0,3629578660.0,3616902100.0,3604225540.0
44,Nguyên giá TSCĐ vô hình,3716668700.0,3637769200.0,3739181700.0,3739181700.0,3739181700.0,3739181700.0
45,Khấu hao lũy kế TSCĐ vô hình,-83541844.0,-37769200.0,-96926480.0,-109603040.0,-122279600.0,-134956160.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,484719300.0,484719300.0,0.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,554471771.0,197020748.0,61146996.0,0.0,0.0,0.0
59,Trả trước dài hạn,554471771.0,197020748.0,61146996.0,0.0,0.0,0.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,28397183948.0,29243437862.0,46812458343.0,47654615150.0,51409688191.0,39212153415.0
65,Nợ ngắn hạn,22655152100.0,25867244280.0,46812458343.0,47654615150.0,51409688191.0,39212153415.0
66,Phải trả người bán,4642734251.0,2524037401.0,4429880138.0,4436513134.0,10582826406.0,2335667459.0
67,Người mua trả tiền trước,2318323405.0,3558568451.0,13913906738.0,19042716477.0,17051295264.0,18035525641.0
68,Thuế và các khoản phải trả Nhà nước,2313314762.0,2332962733.0,1641869291.0,1177638521.0,1035557238.0,1228410225.0
69,Phải trả người lao động,4601313357.0,4557056100.0,6558272319.0,6545000239.0,6421281669.0,5013061363.0
70,Chi phí phải trả,139881637.0,3010039363.0,5638080172.0,686421781.0,1502793634.0,52590552.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,4731620585.0,2951620585.0,2976620585.0,2999537252.0
74,Phải trả khác,8035703008.0,9093704510.0,8876864173.0,12368707364.0,10531002324.0,9089719403.0
75,Vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
76,Dự phòng các khoản phải trả ngắn hạn,107233777.0,317320360.0,641993353.0,0.0,796309551.0,0.0
77,"Quỹ khen thưởng, phúc lợi",496647903.0,473555362.0,379971574.0,445997049.0,512001520.0,457641520.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,5742031848.0,3376193582.0,0.0,0.0,0.0,0.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,3200381848.0,3376193582.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
88,Vay dài hạn,2541650000.0,0.0,0.0,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,14432053253.0,18357227865.0,21278225475.0,21259204471.0,20618389659.0,21123329157.0
96,Vốn và các quỹ,14432053253.0,18357227865.0,21278225475.0,21259204471.0,20618389659.0,21123329157.0
97,Vốn góp,5400000000.0,8100000000.0,12150000000.0,12150000000.0,12150000000.0,12150000000.0
98,Cổ phiếu phổ thông,5400000000.0,8100000000.0,12150000000.0,12150000000.0,12150000000.0,12150000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,5215000000.0,6515000000.0,6615000000.0,6915000000.0,7315000000.0,7374889659.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,2467053253.0,1992227865.0,2513225475.0,2194204471.0,1153389659.0,1598439498.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,0.0,0.0,0.0,0.0,0.0
112,LNST chưa phân phối kỳ này,2467053253.0,1992227865.0,2513225475.0,2194204471.0,1153389659.0,1598439498.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,42829237201.0,47600665727.0,68090683818.0,68913819621.0,72028077850.0,60335482572.0
