,CHỈ TIÊU,2017,2018,2019,2020,2021,2022
21,Tài sản lưu động khác,4781050624.0,9029870997.0,2760122346.0,2990787702.0,6498312507.0,9064233211.0
22,Trả trước ngắn hạn,4252580808.0,4280522518.0,1700444936.0,2166031714.0,2987803464.0,4902342790.0
23,Thuế VAT phải thu,528469816.0,4749348479.0,1059677410.0,821755988.0,3500330401.0,3898796132.0
24,Phải thu thuế khác,0.0,0.0,0.0,3000000.0,10178642.0,263094289.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,65693725762.0,160933219947.0,190512571091.0,316106529409.0,251287624799.0,202759092681.0
28,Phải thu dài hạn,32855365196.0,28593462262.0,2947022977.0,2040136947.0,6528949223.0,6857989936.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,5280000000.0,750000000.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,27575365196.0,27843462262.0,2947022977.0,2040136947.0,6528949223.0,6857989936.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,29109520815.0,25937660423.0,23900972394.0,26691214931.0,19573902539.0,20582334413.0
37,GTCL TSCĐ hữu hình,29109520815.0,25937660423.0,21724546228.0,18222462593.0,12021096956.0,7729952200.0
38,Nguyên giá TSCĐ hữu hình,48432658408.0,50270237024.0,51081349274.0,57395781713.0,57431085113.0,57449735845.0
39,Khấu hao lũy kế TSCĐ hữu hình,-19323137593.0,-24332576601.0,-29356803046.0,-39173319120.0,-45409988157.0,-49719783645.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,2176426166.0,8468752338.0,7552805583.0,12852382213.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,2198197758.0,13607845744.0,15267012028.0,23936663227.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,-21771592.0,-5139093406.0,-7714206445.0,-11084281014.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,805000000.0,0.0,0.0,2600799001.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,102125000000.0,153925000000.0,153925000000.0,92500000000.0,58000000000.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,102125000000.0,153925000000.0,153925000000.0,92500000000.0,92500000000.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,-34500000000.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,3728839751.0,4277097262.0,8934575720.0,133450177531.0,132684773037.0,114717969331.0
59,Trả trước dài hạn,3728839751.0,4277097262.0,8934575720.0,8636006043.0,20518546164.0,15249211248.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,99468758083.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,199332154669.0,249697460252.0,292977024408.0,1127493964522.0,754829807705.0,825516032374.0
65,Nợ ngắn hạn,102255937399.0,137590390233.0,292977024408.0,1127493964522.0,754829807705.0,334716032374.0
66,Phải trả người bán,40065692116.0,79153571964.0,100900734859.0,844754808907.0,82067336392.0,154434503295.0
67,Người mua trả tiền trước,2861275728.0,2049288445.0,13730727875.0,22287364523.0,20847405372.0,12089409120.0
68,Thuế và các khoản phải trả Nhà nước,8594356142.0,31361739052.0,30206879379.0,22085145332.0,15736765621.0,20732147734.0
69,Phải trả người lao động,8727323254.0,6271447851.0,10151820062.0,8146000695.0,715603113.0,12048566894.0
70,Chi phí phải trả,4039830914.0,6073145624.0,26788402003.0,43435575151.0,49232276483.0,27515794730.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,6622986662.0,4025943464.0,9706480029.0,4888263937.0,2206385637.0,2638947444.0
74,Phải trả khác,29558087420.0,8322443487.0,52104990057.0,149961866462.0,80485068781.0,92558696851.0
75,Vay ngắn hạn,1600000000.0,0.0,41420000000.0,20000000000.0,490800000000.0,0.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",186385163.0,332810346.0,7966990144.0,11934939515.0,12738966306.0,12697966306.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,97076217270.0,112107070019.0,0.0,0.0,0.0,490800000000.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,12470391684.0,16778861133.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,43185825586.0,52308208886.0,0.0,0.0,0.0,0.0
88,Vay dài hạn,41420000000.0,43020000000.0,0.0,0.0,0.0,490800000000.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,69045177931.0,242382662419.0,331016772809.0,648728310844.0,854282367801.0,883938520377.0
96,Vốn và các quỹ,69045177931.0,242382662419.0,331016772809.0,648728310844.0,854282367801.0,883938520377.0
97,Vốn góp,38000000000.0,133000000000.0,133000000000.0,214059840000.0,345507370000.0,431880870000.0
98,Cổ phiếu phổ thông,38000000000.0,133000000000.0,133000000000.0,214059840000.0,345507370000.0,431880870000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,167479090909.0,225568103409.0,225568103409.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,13860000000.0,13860000000.0,13860000000.0,13860000000.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,112848254.0,447999001.0,9152135524.0,9152135524.0,9152135524.0,9152135524.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,30402079128.0,104317644840.0,170320057517.0,238125085782.0,226051420526.0,166407319656.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,12303928523.0,31797946581.0,58209921512.0,120444677601.0,118396390243.0,122402552026.0
112,LNST chưa phân phối kỳ này,18098150605.0,72519698259.0,112110136005.0,117680408181.0,107655030283.0,44004767630.0
113,Lợi ích cổ đông không kiểm soát,530250549.0,4617018578.0,4684579768.0,6052158629.0,34143338342.0,37070091788.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,268377332600.0,492080122671.0,623993797217.0,1776222275366.0,1609112175506.0,1709454552751.0
