,CHỈ TIÊU,Q1 2015,Q2 2015,Q2 2017
30,Trả trước người bán dài hạn,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,82980000.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0
36,Tài sản cố định,13117772640.0,12677696664.0,7386281942.0
37,GTCL TSCĐ hữu hình,12919131216.0,12569657203.0,3353381025.0
38,Nguyên giá TSCĐ hữu hình,26523160889.0,26523160889.0,7556418231.0
39,Khấu hao lũy kế TSCĐ hữu hình,-13604029673.0,-13953503686.0,-4203037206.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,198641424.0,108039461.0,0.0
44,Nguyên giá TSCĐ vô hình,2908262814.0,2908262814.0,71000000.0
45,Khấu hao lũy kế TSCĐ vô hình,-2709621390.0,-2800223353.0,-71000000.0
46,Bất động sản đầu tư,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0
51,Xây dựng cơ bản dở dang,0.0,0.0,4032900917.0
52,Đầu tư dài hạn,0.0,0.0,-7859058962.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,2000000000.0,2000000000.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,-2000000000.0,-2000000000.0,-7859058962.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0
58,Tài sản dài hạn khác,1039643450.0,1086807412.0,328524665.0
59,Trả trước dài hạn,1039643450.0,1086807412.0,328524665.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0
63,Lợi thế thương mại,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,7492632942.0,6384731050.0,9419940560.0
65,Nợ ngắn hạn,7492632942.0,6384731050.0,9419940560.0
66,Phải trả người bán,1005474757.0,166127550.0,2071020534.0
67,Người mua trả tiền trước,78614598.0,49794598.0,0.0
68,Thuế và các khoản phải trả Nhà nước,1063063201.0,458157590.0,944564119.0
69,Phải trả người lao động,1091757768.0,1427859759.0,389336149.0
70,Chi phí phải trả,1801837551.0,2725005655.0,0.0
71,Phải trả nội bộ,0.0,0.0,3173965152.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0
74,Phải trả khác,2301636291.0,1414648233.0,1951621385.0
75,Vay ngắn hạn,0.0,0.0,0.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,872440000.0
77,"Quỹ khen thưởng, phúc lợi",150248776.0,143137665.0,16993221.0
78,Quỹ bình ổn giá,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0
80,Nợ dài hạn,0.0,0.0,0.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0
88,Vay dài hạn,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0
92,Dự phòng trợ cấp thôi việc,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,38753263634.0,39086699724.0,48589918263.0
96,Vốn và các quỹ,38753263634.0,39086699724.0,48589918263.0
97,Vốn góp,30000000000.0,30000000000.0,30000000000.0
98,Cổ phiếu phổ thông,30000000000.0,30000000000.0,30000000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0
105,Chênh lệch tỷ giá,33604673.0,66799161.0,0.0
106,Quỹ đầu tư và phát triển,6225521469.0,6225521469.0,6826797055.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0
108,Quỹ dự phòng tài chính,601275586.0,601275586.0,0.0
109,Quỹ khác,0.0,0.0,0.0
110,Lãi chưa phân phối,1892861906.0,2193103508.0,11763121208.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,0.0,0.0
112,LNST chưa phân phối kỳ này,1892861906.0,2193103508.0,11763121208.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0
115,"Quỹ khen thưởng, phúc lợi (trước 2010)",0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0
118,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,46245896576.0,45471430774.0,58009858823.0
