,CHỈ TIÊU,2012,2013,2014,2015,2016
45,Khấu hao lũy kế TSCĐ vô hình,-400516595.0,-446311407.0,-497194200.0,-548076996.0,0.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,7291508059.0,3125000000.0,3000000000.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0
51,Xây dựng cơ bản dở dang,0.0,500065633.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,13000000000.0,14800000000.0,19700000000.0,13497284642.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,13000000000.0,14800000000.0,19700000000.0,14400000000.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,-902715358.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,0.0,0.0,508656544.0,591220085.0,959486707.0
59,Trả trước dài hạn,0.0,0.0,508656544.0,591220085.0,959486707.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0
63,Lợi thế thương mại,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,8346942328.0,26619615644.0,18413141223.0,19457750040.0,20082761813.0
65,Nợ ngắn hạn,7894550088.0,13167223404.0,16554498983.0,17974107800.0,19426511813.0
66,Phải trả người bán,89142768.0,2300019622.0,2442742692.0,609777203.0,2564972728.0
67,Người mua trả tiền trước,0.0,237818234.0,0.0,0.0,125235000.0
68,Thuế và các khoản phải trả Nhà nước,796233273.0,283232439.0,565310047.0,28042914.0,191731860.0
69,Phải trả người lao động,908996000.0,17936364.0,224392950.0,192575656.0,63473692.0
70,Chi phí phải trả,63569727.0,269565921.0,0.0,0.0,102000000.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,190118562.0,0.0,292622937.0,274267142.0,181977248.0
75,Vay ngắn hạn,5200000000.0,9682357970.0,12759123125.0,16550623600.0,15955000000.0
76,Dự phòng các khoản phải trả ngắn hạn,60000000.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",586489758.0,376292854.0,270307232.0,318821285.0,242121285.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,452392240.0,13452392240.0,1858642240.0,1483642240.0,656250000.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0
88,Vay dài hạn,452392240.0,13452392240.0,1858642240.0,1483642240.0,656250000.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0
92,Dự phòng trợ cấp thôi việc,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,13283338926.0,15119846477.0,60983843178.0,82799454003.0,75263007720.0
96,Vốn và các quỹ,13283338926.0,15119846477.0,60983843178.0,82799454003.0,75263007720.0
97,Vốn góp,3421400000.0,12950000000.0,56538000000.0,78538000000.0,78538000000.0
98,Cổ phiếu phổ thông,3421400000.0,12950000000.0,56538000000.0,78538000000.0,78538000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,540000000.0,42220000.0,42220000.0,42220000.0,42220000.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,2093365619.0,93365619.0,93365619.0,93365619.0,93365619.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,6148099691.0,148099691.0,228668446.0,1155180877.0,1155180877.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0
108,Quỹ dự phòng tài chính,1078496598.0,1078496598.0,1118780976.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,1350409083.0,1350409083.0
110,Lãi chưa phân phối,1977018.0,807664569.0,2962808137.0,1620278424.0,-5916167859.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,0.0,2962808137.0,1520853546.0,1620278424.0
112,LNST chưa phân phối kỳ này,1977018.0,807664569.0,0.0,99424878.0,-7536446283.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0
115,"Quỹ khen thưởng, phúc lợi (trước 2010)",0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0
118,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,21630281254.0,41739462121.0,79396984401.0,102257204043.0,95345769533.0
