,CHỈ TIÊU,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q3 2019,Q4 2019,Q2 2020
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,25420893016.0,24639575441.0,23850945142.0,23614064334.0,23318267225.0,23399224870.0,21837910862.0,20772111932.0,20272819462.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,25408689131.0,24627371556.0,23850945142.0,23614064334.0,23318267225.0,23399224870.0,21170138842.0,20445126883.0,19465744988.0
37,GTCL TSCĐ hữu hình,25338289131.0,24556971556.0,23780545142.0,23543664334.0,23247867225.0,23328824870.0,21099738842.0,20374726883.0,19395344988.0
38,Nguyên giá TSCĐ hữu hình,87432166282.0,87432166282.0,87748564667.0,88010953059.0,87548885468.0,87941973468.0,88170873468.0,88239973468.0,88279260068.0
39,Khấu hao lũy kế TSCĐ hữu hình,-62093877151.0,-62875194726.0,-63968019525.0,-64467288725.0,-64301018243.0,-64613148598.0,-67071134626.0,-67865246585.0,-68883915080.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,70400000.0,70400000.0,70400000.0,70400000.0,70400000.0,70400000.0,70400000.0,70400000.0,70400000.0
44,Nguyên giá TSCĐ vô hình,186400000.0,186400000.0,186400000.0,186400000.0,186400000.0,186400000.0,186400000.0,186400000.0,186400000.0
45,Khấu hao lũy kế TSCĐ vô hình,-116000000.0,-116000000.0,-116000000.0,-116000000.0,-116000000.0,-116000000.0,-116000000.0,-116000000.0,-116000000.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Xây dựng cơ bản dở dang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,12203885.0,12203885.0,0.0,0.0,0.0,0.0,667772020.0,326985049.0,807074474.0
59,Trả trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,667772020.0,326985049.0,807074474.0
60,Thuế thu nhập hoãn lại phải thu,12203885.0,12203885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,30125933820.0,25149612102.0,44997079372.0,24645578717.0,24691105050.0,22366500678.0,21301953497.0,30431158561.0,17486957426.0
65,Nợ ngắn hạn,29184333820.0,24207012102.0,44064479372.0,23712978717.0,23758505050.0,21553900678.0,20334199497.0,29463404561.0,16519203426.0
66,Phải trả người bán,20255143462.0,16293647125.0,33527081628.0,17104243958.0,17184295295.0,16663836491.0,10745082797.0,20862057533.0,9882148289.0
67,Người mua trả tiền trước,1598894444.0,785076533.0,926377553.0,1047287688.0,1342542976.0,480650802.0,765706858.0,260773820.0,1125170283.0
68,Thuế và các khoản phải trả Nhà nước,4117151.0,465389340.0,1668027921.0,46977936.0,434618069.0,434996752.0,514139761.0,791879782.0,3069172.0
69,Phải trả người lao động,992606080.0,1513599168.0,3225000465.0,1169428168.0,1091688518.0,913036613.0,508333033.0,1615806331.0,372089189.0
70,Chi phí phải trả,872104388.0,436060604.0,511525887.0,95077752.0,79279485.0,62018485.0,91940774.0,645363465.0,133847200.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,1078795259.0,902574685.0,715804271.0,1152336426.0,715862271.0,954110099.0,3901250578.0,1521200478.0,1138589141.0
75,Vay ngắn hạn,4356454600.0,3784446211.0,3464443211.0,3071408353.0,2884000000.0,2019033000.0,3727635080.0,3686212536.0,3784179536.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",26218436.0,26218436.0,26218436.0,26218436.0,26218436.0,26218436.0,80110616.0,80110616.0,80110616.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,941600000.0,942600000.0,932600000.0,932600000.0,932600000.0,812600000.0,967754000.0,967754000.0,967754000.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,941600000.0,942600000.0,932600000.0,932600000.0,932600000.0,812600000.0,967754000.0,967754000.0,967754000.0
88,Vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Dự phòng trợ cấp thôi việc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,61115201747.0,61875966155.0,62678513813.0,62892179342.0,63045359668.0,63135237601.0,63710136488.0,63747900266.0,63769103226.0
96,Vốn và các quỹ,61115201747.0,61875966155.0,62678513813.0,62892179342.0,63045359668.0,63135237601.0,63710136488.0,63747900266.0,63769103226.0
97,Vốn góp,40000000000.0,40000000000.0,40000000000.0,40000000000.0,40000000000.0,40000000000.0,40000000000.0,40000000000.0,40000000000.0
98,Cổ phiếu phổ thông,40000000000.0,40000000000.0,40000000000.0,40000000000.0,40000000000.0,40000000000.0,40000000000.0,40000000000.0,40000000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,15000000000.0,15000000000.0,15000000000.0,15000000000.0,15000000000.0,15000000000.0,15000000000.0,15000000000.0,15000000000.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,9672932537.0,9672932537.0,7382970393.0,7393264757.0,7393264757.0,7393264757.0,7393264757.0,7393264757.0,7393264757.0
103,Cổ phiếu Quỹ,-1100000000.0,-1100000000.0,-1100000000.0,-1100000000.0,-1100000000.0,-1100000000.0,-1100000000.0,-1100000000.0,-1100000000.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,1395543420.0,1395543420.0,1395543420.0,1395543420.0,1395543420.0,1395543420.0,1395543420.0,1395543420.0,1395543420.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Quỹ dự phòng tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,-3853274210.0,-3092509802.0,0.0,203371165.0,356551491.0,446429424.0,1021328311.0,1059092089.0,1080295049.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,-4743206125.0,-4743206125.0,-2453243981.0,32419251.0,203371165.0,324132240.0,0.0,3166525.0,1059092089.0
112,LNST chưa phân phối kỳ này,889931915.0,1650696323.0,2453243981.0,170951914.0,153180326.0,122297184.0,1021328311.0,1055925564.0,21202960.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,"Quỹ khen thưởng, phúc lợi (trước 2010)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,91241135567.0,87025578257.0,107675593185.0,87537758059.0,87736464718.0,85501738279.0,85012089985.0,94179058827.0,81256060652.0
