,CHỈ TIÊU,Q2 2016,Q3 2016,Q3 2017,Q1 2019
73,Doanh thu chưa thực hiện ngắn hạn,52090904.0,2509775486.0,2509775487.0,23124546.0
74,Phải trả khác,3886913665.0,7870660750.0,4266910606.0,17838529027.0
75,Vay ngắn hạn,9659087066.0,3686867517.0,4836077163.0,0.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",2277494794.0,1506020194.0,1763325947.0,634299386.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0
80,Nợ dài hạn,16782729117.0,27425474963.0,33451113705.0,51000000.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,51000000.0,51000000.0,51000000.0,51000000.0
88,Vay dài hạn,16731729117.0,27374474963.0,33400113705.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0
92,Dự phòng trợ cấp thôi việc,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,115826342193.0,120854567314.0,146020698019.0,157355737439.0
96,Vốn và các quỹ,115826342193.0,120854567314.0,146020698019.0,157355737439.0
97,Vốn góp,60000000000.0,60000000000.0,70629790000.0,70629790000.0
98,Cổ phiếu phổ thông,60000000000.0,60000000000.0,70629790000.0,70629790000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,39162622451.0,39162622451.0,47667622451.0,58186622451.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0
108,Quỹ dự phòng tài chính,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,16663719742.0,21691944863.0,27723285568.0,28539324988.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,3397159814.0,3397159814.0,6116252225.0,22704787329.0
112,LNST chưa phân phối kỳ này,13266559928.0,18294785049.0,21607033343.0,5834537659.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0
115,"Quỹ khen thưởng, phúc lợi (trước 2010)",0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0
118,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,251201142101.0,294910352630.0,314906084830.0,257605810782.0
