,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021
36,Tài sản cố định,3641288349.0,14521022711.0,26958480532.0,29996600549.0,41415020759.0,37850254170.0,33720168403.0
37,GTCL TSCĐ hữu hình,3641288349.0,14521022711.0,26958480532.0,29996600549.0,41415020759.0,37756423614.0,33224754511.0
38,Nguyên giá TSCĐ hữu hình,87424045103.0,99983949834.0,116032409498.0,122900658640.0,140807084616.0,144926892061.0,150131560662.0
39,Khấu hao lũy kế TSCĐ hữu hình,-83782756754.0,-85462927123.0,-89073928966.0,-92904058091.0,-99392063857.0,-107170468447.0,-116906806151.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,0.0,0.0,0.0,93830556.0,495413892.0
44,Nguyên giá TSCĐ vô hình,113255560.0,113255560.0,113255560.0,113255560.0,113255560.0,212605560.0,647305560.0
45,Khấu hao lũy kế TSCĐ vô hình,-113255560.0,-113255560.0,-113255560.0,-113255560.0,-113255560.0,-118775004.0,-151891668.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,0.0,1850179884.0,3103659969.0,2864078961.0,509774667.0,0.0,2996729139.0
59,Trả trước dài hạn,0.0,1850179884.0,3103659969.0,2864078961.0,509774667.0,0.0,2996729139.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,53279366023.0,64903903385.0,85699267788.0,97519315373.0,72871995241.0,62975742851.0,73322190834.0
65,Nợ ngắn hạn,51936053288.0,63638662542.0,84512098837.0,96332146438.0,71684826306.0,61788573916.0,72135021899.0
66,Phải trả người bán,8672422039.0,23229329546.0,35745295869.0,62687693450.0,34477348957.0,25490412248.0,31448073589.0
67,Người mua trả tiền trước,30961663.0,16639.0,484181285.0,312709462.0,143234851.0,435603833.0,5005933.0
68,Thuế và các khoản phải trả Nhà nước,10599549873.0,171369277.0,321743379.0,480713850.0,68771790.0,2080275769.0,414563399.0
69,Phải trả người lao động,74107459.0,1564391930.0,3789999992.0,5200589689.0,3686000000.0,5370459448.0,3747015052.0
70,Chi phí phải trả,0.0,2946759848.0,2166550000.0,3337049929.0,1880995133.0,4924013002.0,2174833743.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,27738647451.0,31101174568.0,37531062284.0,20621359834.0,27681808325.0,19795482171.0,30373245113.0
75,Vay ngắn hạn,482000000.0,482000000.0,368000000.0,302000000.0,302000000.0,200000000.0,200000000.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,3492327445.0,0.0
77,"Quỹ khen thưởng, phúc lợi",4338364803.0,4143620734.0,4105266028.0,3390030224.0,3444667250.0,0.0,3772285070.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,1343312735.0,1265240843.0,1187168951.0,1187168935.0,1187168935.0,1187168935.0,1187168935.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,1343312735.0,1265240843.0,1187168951.0,1187168935.0,1187168935.0,1187168935.0,1187168935.0
95,VỐN CHỦ SỞ HỮU,42540952452.0,44291010640.0,47721901133.0,56310544404.0,58909152572.0,62816093850.0,64507567589.0
96,Vốn và các quỹ,42377001478.0,44209035158.0,47721901133.0,56310544404.0,58909152572.0,62816093850.0,64507567589.0
97,Vốn góp,36000000000.0,36000000000.0,36000000000.0,36000000000.0,36000000000.0,36000000000.0,36000000000.0
98,Cổ phiếu phổ thông,36000000000.0,36000000000.0,36000000000.0,36000000000.0,36000000000.0,36000000000.0,36000000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,6365453044.0,6365453044.0,6365453044.0,6365453044.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,-234900000.0,-234900000.0,-234900000.0,-234900000.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,1278187148.0,6377001478.0,6926611582.0,7059530794.0,9068530794.0,10909203752.0,13496936752.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,91601684.0,326786077.0,676469277.0,676469277.0,676469277.0
110,Lãi chưa phân phối,5098814330.0,1832033680.0,4703687867.0,6793674489.0,7033599457.0,9099867777.0,8203608516.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,4320761244.0,0.0,0.0,97099263.0,459767463.0,474092379.0,147382307.0
112,LNST chưa phân phối kỳ này,778053086.0,1832033680.0,4703687867.0,6696575226.0,6573831994.0,8625775398.0,8056226209.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,163950974.0,81975482.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,163950974.0,81975482.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,95820318475.0,109194914025.0,133421168921.0,153829859777.0,131781147813.0,125791836701.0,137829758423.0
