,CHỈ TIÊU,2018,2019,2020,2021,2022
64,NỢ PHẢI TRẢ,175379866414.0,782776745163.0,1193420250523.0,529752182647.0,383435941677.0
65,Nợ ngắn hạn,145514866414.0,675603889845.0,1095693236697.0,432423079798.0,282654344410.0
66,Phải trả người bán,39414838877.0,55871330742.0,96741654387.0,76368064304.0,50534380282.0
67,Người mua trả tiền trước,1003687733.0,905408008.0,6684186645.0,14567442093.0,2460244131.0
68,Thuế và các khoản phải trả Nhà nước,10650616788.0,1921392229.0,2892307122.0,5418236137.0,12063779347.0
69,Phải trả người lao động,29544146069.0,33183536595.0,25540778701.0,25707862741.0,27600723151.0
70,Chi phí phải trả,0.0,0.0,1304295180.0,66897529.0,33181818.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,21578357704.0,304331134458.0,724037250643.0,82115616620.0,160953184049.0
75,Vay ngắn hạn,41400000000.0,278561384070.0,235778377273.0,223819381570.0,25400000000.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",1923219243.0,829703743.0,2714386746.0,4359578804.0,3608851632.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,29865000000.0,107172855318.0,97727013826.0,97329102849.0,100781597267.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,22951640436.0,19057415490.0
88,Vay dài hạn,29865000000.0,107172855318.0,97727013826.0,74377462413.0,81724181777.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,52291488828.0,98600545731.0,106868721501.0,104945438353.0,145821028600.0
96,Vốn và các quỹ,52291488828.0,97444341006.0,105451204754.0,102036194937.0,135799128100.0
97,Vốn góp,51000000000.0,51000000000.0,66299990000.0,66299990000.0,86782380000.0
98,Cổ phiếu phổ thông,51000000000.0,51000000000.0,66299990000.0,66299990000.0,86782380000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,1291488828.0,1291488828.0,5295494021.0,8097290000.0,0.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,0.0,45152852178.0,28810656636.0,21994097583.0,49016748100.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,0.0,67746149.0,192860800.0,600708059.0
112,LNST chưa phân phối kỳ này,0.0,45152852178.0,28742910487.0,21801236783.0,48416040041.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,1156204725.0,1417516747.0,2909243416.0,10021900500.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,1156204725.0,1417516747.0,2909243416.0,10021900500.0
119,TỔNG CỘNG NGUỒN VỐN,227671355242.0,881377290894.0,1300288972024.0,634697621000.0,529256970277.0
