,CHỈ TIÊU,2018,2019,2020,2021,2022
58,Tài sản dài hạn khác,12377054.0,11526363.0,0.0,214122218.0,52081789568.0
59,Trả trước dài hạn,12377054.0,11526363.0,0.0,214122218.0,38820947761.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,70802973076.0,64896277320.0,111129425130.0,31226423043.0,1110562074556.0
65,Nợ ngắn hạn,45682848711.0,46380900670.0,85770883130.0,6754890651.0,960353720990.0
66,Phải trả người bán,16762145215.0,10810362542.0,73713007848.0,2129105000.0,40218451750.0
67,Người mua trả tiền trước,514727999.0,1177349833.0,6195000.0,1988525000.0,117501001543.0
68,Thuế và các khoản phải trả Nhà nước,983259065.0,1375727052.0,5475721267.0,1027405834.0,23674586983.0
69,Phải trả người lao động,9382517.0,0.0,0.0,1313738378.0,50332442575.0
70,Chi phí phải trả,0.0,184863672.0,40454990.0,279479492.0,22863800847.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,42685126.0
74,Phải trả khác,2210222539.0,94483302.0,0.0,16636947.0,5169210475.0
75,Vay ngắn hạn,25203111376.0,32738114269.0,6535504025.0,0.0,699883105649.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",0.0,0.0,0.0,0.0,668436042.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,25120124365.0,18515376650.0,25358542000.0,24471532392.0,150208353566.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,1361532392.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,6899116000.0,0.0,0.0,0.0,6974649961.0
88,Vay dài hạn,18221008365.0,18515376650.0,25358542000.0,23110000000.0,125582814629.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,17460059153.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,190829823.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,65095037266.0,69164658321.0,73025982326.0,78452063870.0,462538790648.0
96,Vốn và các quỹ,65095037266.0,69164658321.0,73025982326.0,78452063870.0,462538790648.0
97,Vốn góp,60000000000.0,60000000000.0,60000000000.0,60000000000.0,199999990000.0
98,Cổ phiếu phổ thông,60000000000.0,60000000000.0,60000000000.0,60000000000.0,199999990000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,76628400000.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,0.0,0.0,0.0,0.0,0.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,5095037266.0,9164658321.0,13025982326.0,18452063870.0,29605410363.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,1238122620.0,5095037266.0,9164658321.0,13025982326.0,6267606925.0
112,LNST chưa phân phối kỳ này,3856914646.0,4069621055.0,3861324005.0,5426081544.0,23337803438.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,156304990285.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,135898010342.0,134060935641.0,184155407456.0,109678486913.0,1573100865204.0
