,CHỈ TIÊU,Q3 2021,Q3 2022,Q4 2022
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,0.0,0.0,0.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0
108,Quỹ dự phòng tài chính,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0
110,Lãi chưa phân phối,7186645453.0,4525125209.0,3263170554.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,4370062601.0,3199512944.0,3199512944.0
112,LNST chưa phân phối kỳ này,2816582852.0,1325612265.0,63657610.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0
115,"Quỹ khen thưởng, phúc lợi (trước 2010)",0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0
118,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,162001121564.0,221698643414.0,219042271326.0
