,CHỈ TIÊU,2017,2018,2019,2020,2021,2022
37,GTCL TSCĐ hữu hình,0.0,0.0,1298019437126.0,1365122582204.0,1350658979660.0,1338591449011.0
38,Nguyên giá TSCĐ hữu hình,0.0,0.0,1381314802070.0,1381314802070.0,1375425634893.0,1375425634893.0
39,Khấu hao lũy kế TSCĐ hữu hình,0.0,0.0,-83295364944.0,-16192219866.0,-24766655233.0,-36834185882.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,0.0,0.0,0.0,0.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,1270942282658.0,1381314802070.0,0.0,0.0,0.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
59,Trả trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,1104903211455.0,1087579584114.0,1087449634879.0,1072251058596.0,1204617200949.0,1195676452227.0
65,Nợ ngắn hạn,58479337042.0,49155709701.0,65025760466.0,82227184183.0,240793326536.0,234642577814.0
66,Phải trả người bán,16036089854.0,16020282088.0,15983844458.0,15983844458.0,72170928587.0,14820689908.0
67,Người mua trả tiền trước,0.0,0.0,0.0,0.0,0.0,23060415916.0
68,Thuế và các khoản phải trả Nhà nước,0.0,0.0,0.0,0.0,0.0,0.0
69,Phải trả người lao động,0.0,0.0,0.0,181881954.0,122608394.0,0.0
70,Chi phí phải trả,2096040593.0,1190707323.0,2200310294.0,21965452057.0,90101716309.0,178084511744.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,153206595.0,77720290.0,3605714.0,5714.0,0.0,13950000.0
75,Vay ngắn hạn,40194000000.0,31867000000.0,46838000000.0,42416000000.0,75838073246.0,15738073246.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,1680000000.0,2560000000.0,2924937000.0
77,"Quỹ khen thưởng, phúc lợi",0.0,0.0,0.0,0.0,0.0,0.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,1046423874413.0,1038423874413.0,1022423874413.0,990023874413.0,963823874413.0,961033874413.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
88,Vay dài hạn,1046423874413.0,1038423874413.0,1022423874413.0,986423874413.0,958423874413.0,954733874413.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,3600000000.0,5400000000.0,6300000000.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,273831000000.0,400000000000.0,315443279790.0,399317229115.0,318210469205.0,261704516618.0
96,Vốn và các quỹ,273831000000.0,400000000000.0,315443279790.0,399317229115.0,318210469205.0,261704516618.0
97,Vốn góp,273831000000.0,400000000000.0,485000000000.0,592468000000.0,592468000000.0,592468000000.0
98,Cổ phiếu phổ thông,273831000000.0,400000000000.0,485000000000.0,592468000000.0,592468000000.0,592468000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,0.0,0.0,0.0,0.0,0.0,0.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,0.0,0.0,-169556720210.0,-193150770885.0,-274257530795.0,-330763483382.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,0.0,0.0,-96717560068.0,-193150770885.0,-274257530795.0
112,LNST chưa phân phối kỳ này,0.0,0.0,-169556720210.0,-96433210817.0,-81106759910.0,-56505952587.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,1378734211455.0,1487579584114.0,1402892914669.0,1471568287711.0,1522827670154.0,1457380968845.0
