,CHỈ TIÊU,2018,2019,2020,2021,2022
64,NỢ PHẢI TRẢ,1345344454049.0,1085344481174.0,1417021400040.0,2156742142752.0,3450586397869.0
65,Nợ ngắn hạn,911785744613.0,716447425962.0,1105847255961.0,1288281525644.0,1768567348726.0
66,Phải trả người bán,431111805891.0,309570482994.0,394454609755.0,556250931277.0,380473634968.0
67,Người mua trả tiền trước,44573526343.0,31998024700.0,49390957979.0,22487711309.0,52314942893.0
68,Thuế và các khoản phải trả Nhà nước,4808475429.0,9226893742.0,14534601448.0,7509712329.0,12896925685.0
69,Phải trả người lao động,3907792388.0,548812123.0,0.0,0.0,95825670.0
70,Chi phí phải trả,0.0,0.0,12000000.0,131960715.0,19001407786.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,1722645812.0,4221415458.0,31505564451.0,47968653594.0,19560612124.0
75,Vay ngắn hạn,425661498750.0,360881796945.0,615949522328.0,652910925860.0,1284027834850.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",0.0,0.0,0.0,1021630560.0,196164750.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,433558709436.0,368897055212.0,311174144079.0,868460617108.0,1682019049143.0
81,Phải trả nhà cung cấp dài hạn,238414973749.0,160491657150.0,105332765929.0,361265068644.0,772644573474.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,510000000.0,410000000.0,410000000.0,12690000000.0,410000000.0
88,Vay dài hạn,194633735687.0,207995398062.0,205431378150.0,493761483062.0,907853991737.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,744065402.0,1110483932.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,227243119439.0,449185096787.0,470928712058.0,494839278995.0,916006440501.0
96,Vốn và các quỹ,227243119439.0,449185096787.0,470928712058.0,494839278995.0,916006440501.0
97,Vốn góp,200000000000.0,400000000000.0,400000000000.0,400000000000.0,800000000000.0
98,Cổ phiếu phổ thông,200000000000.0,400000000000.0,400000000000.0,400000000000.0,800000000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,0.0,0.0,0.0,0.0,0.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,27243119439.0,47417854712.0,70629118587.0,94576858055.0,115607886655.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,15381111261.0,27243119439.0,47417854712.0,69423381219.0,94576858055.0
112,LNST chưa phân phối kỳ này,11862008178.0,20174735273.0,23211263875.0,25153476836.0,21031028600.0
113,Lợi ích cổ đông không kiểm soát,0.0,1767242075.0,299593471.0,262420940.0,398553846.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,1572587573488.0,1534529577961.0,1887950112098.0,2651581421747.0,4366592838370.0
