,CHỈ TIÊU,Q1 2017,Q3 2017,Q4 2020,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022
43,GTCL tài sản cố định vô hình,0.0,0.0,5250000.0,0.0,0.0,0.0,0.0,0.0,89062502.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,47250000.0,47250000.0,47250000.0,47250000.0,47250000.0,47250000.0,142250000.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,-42000000.0,-47250000.0,-47250000.0,-47250000.0,-47250000.0,-47250000.0,-53187498.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,9894818180.0,0.0,0.0,1150925925.0,0.0,30242024000.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,2801279108.0,3767648059.0,1856180172.0,1041963982.0,833323934.0,712450341.0,852771165.0,926955042.0,807666079.0
59,Trả trước dài hạn,2801279108.0,3767648059.0,1856180172.0,1041963982.0,833323934.0,712450341.0,852771165.0,926955042.0,807666079.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,11548335676.0,9954690404.0,15413713387.0,12794172940.0,11865129039.0,15869454142.0,21540877274.0,55213613599.0,85591189152.0
65,Nợ ngắn hạn,11548335676.0,9954690404.0,15413713387.0,12794172940.0,11865129039.0,15869454142.0,19290877274.0,52963613599.0,83341189152.0
66,Phải trả người bán,4808145252.0,4610790256.0,5094297859.0,4372855020.0,5089066800.0,7224098083.0,10259017814.0,42158359095.0,48893887614.0
67,Người mua trả tiền trước,0.0,2668200.0,0.0,0.0,0.0,27150000.0,0.0,27996001.0,0.0
68,Thuế và các khoản phải trả Nhà nước,13085129.0,461842621.0,1382063620.0,587408420.0,751816248.0,471005575.0,27676188.0,1513160861.0,2203242363.0
69,Phải trả người lao động,445222111.0,273708039.0,1485174651.0,587954184.0,1313695619.0,1022002166.0,834197997.0,129118002.0,2673563600.0
70,Chi phí phải trả,1869900.0,7852369.0,21381214.0,75712479.0,106266568.0,77178907.0,377540288.0,1115825934.0,1885335442.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,480013284.0,597828919.0,777567270.0,931984518.0,848149945.0,798585552.0,896571491.0,1009153328.0,884568354.0
75,Vay ngắn hạn,5800000000.0,4000000000.0,6000000000.0,6000000000.0,3000000000.0,6000000000.0,6750000000.0,6562500000.0,26375000000.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",0.0,0.0,653228773.0,238258319.0,756133859.0,249433859.0,145873496.0,447500378.0,425591779.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,2250000000.0,2250000000.0,2250000000.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,2250000000.0,2250000000.0,2250000000.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,45678382169.0,47592429694.0,62886544475.0,63214922538.0,63012620599.0,63642769994.0,59041316652.0,63932484022.0,70779497422.0
96,Vốn và các quỹ,45678382169.0,47592429694.0,62886544475.0,63214922538.0,63012620599.0,63642769994.0,59041316652.0,63932484022.0,70779497422.0
97,Vốn góp,54950000000.0,54950000000.0,54950000000.0,54950000000.0,54950000000.0,54950000000.0,54950000000.0,54950000000.0,54950000000.0
98,Cổ phiếu phổ thông,54950000000.0,54950000000.0,54950000000.0,54950000000.0,54950000000.0,54950000000.0,54950000000.0,54950000000.0,54950000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,-9271617831.0,-7357570306.0,7936544475.0,8264922538.0,8062620599.0,8692769994.0,4091316652.0,8982484022.0,15829497422.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,-8413816509.0,-8413816509.0,528319938.0,4090044475.0,4090044475.0,8055453268.0,4208953268.0,4208953268.0,4208953268.0
112,LNST chưa phân phối kỳ này,-857801322.0,1056246203.0,7408224537.0,4174878063.0,3972576124.0,637316726.0,-117636616.0,4773530754.0,11620544154.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,57226717845.0,57547120098.0,78300257862.0,76009095478.0,74877749638.0,79512224136.0,80582193926.0,119146097621.0,156370686574.0
