,CHỈ TIÊU,2018,2019,2020,2021,2022
43,GTCL tài sản cố định vô hình,7914406895.0,5866668349.0,5721970618.0,3058528942.0,2551821734.0
44,Nguyên giá TSCĐ vô hình,13719270762.0,13719270762.0,15523770762.0,15523770762.0,19226243762.0
45,Khấu hao lũy kế TSCĐ vô hình,-5804863867.0,-7852602413.0,-9801800144.0,-12465241820.0,-16674422028.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,33280718802.0,370913002.0,176395764555.0,17432808445.0,372037527409.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,177404743100.0,70131250000.0,70131250000.0,131250000.0,4852815121.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,131250000.0,131250000.0,131250000.0,131250000.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,177273493100.0,70000000000.0,70000000000.0,0.0,4852815121.0
58,Tài sản dài hạn khác,30925501198.0,29467350664.0,39979958272.0,42547457421.0,91116052790.0
59,Trả trước dài hạn,30925501198.0,29467350664.0,39979958272.0,42547457421.0,54955509972.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,36160542818.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,1044119514716.0,1201342425887.0,1369237799167.0,1645175228750.0,2032961325221.0
65,Nợ ngắn hạn,849714635218.0,1187788016385.0,1367437799167.0,1645175228750.0,1984433174011.0
66,Phải trả người bán,264236544186.0,198747466219.0,433389966483.0,525622254060.0,662528691498.0
67,Người mua trả tiền trước,1629317945.0,57653403255.0,66977929703.0,53355641910.0,26816424238.0
68,Thuế và các khoản phải trả Nhà nước,987639420.0,3911718894.0,45279700535.0,99989694149.0,45273248266.0
69,Phải trả người lao động,15410643484.0,40591108411.0,56191240868.0,50296815602.0,59519620424.0
70,Chi phí phải trả,114697451553.0,197686218777.0,281692508113.0,363456642845.0,433674609582.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,909589042.0,0.0,0.0
74,Phải trả khác,1819505893.0,1257610134.0,6236038924.0,9211261374.0,11837966854.0
75,Vay ngắn hạn,449253566307.0,686260524265.0,475080859069.0,541562952380.0,743102646719.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",1679966430.0,1679966430.0,1679966430.0,1679966430.0,1679966430.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,194404879498.0,13554409502.0,1800000000.0,0.0,48528151210.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,4611652350.0,4461652350.0,1800000000.0,0.0,0.0
88,Vay dài hạn,189793227148.0,9092757152.0,0.0,0.0,48528151210.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,-153704152334.0,-40877890885.0,792711427110.0,1320794394176.0,1807177534360.0
96,Vốn và các quỹ,-153704152334.0,-40877890885.0,792711427110.0,1320794394176.0,1807177534360.0
97,Vốn góp,526450600000.0,526450600000.0,589454720000.0,589454720000.0,589454720000.0
98,Cổ phiếu phổ thông,526450600000.0,526450600000.0,589454720000.0,589454720000.0,589454720000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,6549400000.0,6549400000.0,275323280000.0,275323280000.0,275323280000.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,5150000000.0,5150000000.0,5150000000.0,5150000000.0,5150000000.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,-691854152334.0,-579027890885.0,-77216572890.0,450866394176.0,937149532963.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,-648024701111.0,-691854152334.0,-579027890885.0,-77216572890.0,450866394176.0
112,LNST chưa phân phối kỳ này,-43829451223.0,112826261449.0,501811317995.0,528082967066.0,486283138787.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,100001397.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,890415362382.0,1160464535002.0,2161949226277.0,2965969622926.0,3840138859581.0
