,CHỈ TIÊU,2013,2014,2015,2016,2017,2018
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0
92,Dự phòng trợ cấp thôi việc,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,5521140611.0,166746607441.0,184979924116.0,327234428150.0,332249068436.0,325509918434.0
96,Vốn và các quỹ,5521140611.0,166746607441.0,184979924116.0,327234428150.0,332249068436.0,325509918434.0
97,Vốn góp,4900000000.0,160800000000.0,160800000000.0,304759480000.0,304759480000.0,310852570000.0
98,Cổ phiếu phổ thông,4900000000.0,160800000000.0,160800000000.0,304759480000.0,304759480000.0,310852570000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,0.0,0.0,0.0,0.0,0.0,0.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0
108,Quỹ dự phòng tài chính,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,621140611.0,5946607441.0,24179924116.0,22474948150.0,27489588436.0,14657348434.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,621140611.0,5946607441.0,7966814116.0,22474948150.0,27489588436.0
112,LNST chưa phân phối kỳ này,621140611.0,5325466830.0,18233316675.0,14508134034.0,5014640286.0,-12832240002.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0
115,"Quỹ khen thưởng, phúc lợi (trước 2010)",0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0
118,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,55923818340.0,192267867760.0,222725906574.0,576136615944.0,603759856092.0,538952612344.0
