,CHỈ TIÊU,2014,2015,2016,2017,2018
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,0.0,0.0,0.0,0.0,0.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0
108,Quỹ dự phòng tài chính,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,-4321388298.0,-3167428461.0,1249878920.0,15216415104.0,-32496806864.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,0.0,-3167428461.0,449878920.0,13391924199.0
112,LNST chưa phân phối kỳ này,-4321388298.0,-3167428461.0,4417307381.0,14766536184.0,-45888731063.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0
115,"Quỹ khen thưởng, phúc lợi (trước 2010)",0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0
118,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,11227599040.0,14991419741.0,50653313617.0,216175129085.0,241784875410.0
