,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
59,Trả trước dài hạn,10861775136.0,33114212905.0,9525574828.0,9131411092.0,7776280684.0,7104060417.0,5849976796.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,71586391173.0,128712529417.0,180709355703.0,142632067224.0,148203893186.0,140010816534.0,112554758877.0
65,Nợ ngắn hạn,71586391173.0,128712529417.0,164478567361.0,123760614955.0,131100826329.0,128177288163.0,104744063871.0
66,Phải trả người bán,25594549946.0,22631298578.0,10710984362.0,11446933471.0,14181573420.0,14145645556.0,16172256371.0
67,Người mua trả tiền trước,10089795832.0,18931038023.0,75675148375.0,57041267498.0,61436163938.0,47956391432.0,14904160995.0
68,Thuế và các khoản phải trả Nhà nước,14556199917.0,12984558395.0,12769381818.0,8760443837.0,4713796094.0,6156077405.0,3522895319.0
69,Phải trả người lao động,7012420769.0,5143790738.0,1438464755.0,3886850044.0,7014907391.0,6747188724.0,7267067801.0
70,Chi phí phải trả,0.0,0.0,0.0,0.0,639164458.0,253990306.0,273167065.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,255816000.0,467316400.0,610935120.0,867913920.0,1121688560.0,2156401591.0
74,Phải trả khác,3254368459.0,55835719736.0,32108672295.0,11908365802.0,11729358331.0,20578602076.0,20007187120.0
75,Vay ngắn hạn,4800000000.0,8017379575.0,28599843917.0,27363943598.0,27018096969.0,24668894965.0,32226498737.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,555022147.0,2872445909.0,2801750000.0
77,"Quỹ khen thưởng, phúc lợi",6279056250.0,4912928372.0,2708755439.0,2741875585.0,2944829661.0,3676363230.0,5412678872.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,0.0,0.0,16230788342.0,18871452269.0,17103066857.0,11833528371.0,7810695006.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Vay dài hạn,0.0,0.0,16230788342.0,18871452269.0,17103066857.0,11833528371.0,7810695006.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,61419011460.0,65633271145.0,57189528939.0,65695934612.0,70339577624.0,74991586332.0,80152563019.0
96,Vốn và các quỹ,61419011460.0,65633271145.0,57189528939.0,65695934612.0,70339577624.0,74991586332.0,80152563019.0
97,Vốn góp,49649751947.0,49649751947.0,56000000000.0,56000000000.0,56000000000.0,56000000000.0,56000000000.0
98,Cổ phiếu phổ thông,49649751947.0,49649751947.0,56000000000.0,56000000000.0,56000000000.0,56000000000.0,56000000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,5723029286.0,5723029286.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,2211513421.0,2211513421.0,423842780.0,923194250.0,1568193527.0,2408099679.0,3287350346.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,423842780.0,923194250.0,1568193527.0,2408099679.0,3287350346.0
110,Lãi chưa phân phối,3834716806.0,8048976491.0,341843379.0,7849546112.0,11203190570.0,14175386974.0,17577862327.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,3834716806.0,0.0,0.0,679508037.0,1147679851.0,3469135568.0
112,LNST chưa phân phối kỳ này,3834716806.0,4214259685.0,341843379.0,7849546112.0,10523682533.0,13027707123.0,14108726759.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,133005402633.0,194345800562.0,237898884642.0,208328001836.0,218543470810.0,215002402866.0,192707321896.0
