48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,443304090.0,0.0,67479000.0,270505560.0,2636507278.0,0.0,19143150.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,0.0,7469625525.0,4373792329.0,1269100569.0,581952759.0,544512929.0,1016533561.0,1246577370.0
59,Trả trước dài hạn,0.0,7469625525.0,4373792329.0,1269100569.0,581952759.0,544512929.0,1016533561.0,1246577370.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,42268808623.0,36829937422.0,36283527696.0,35157227885.0,32207130107.0,34110286548.0,31152239631.0,38151872285.0
65,Nợ ngắn hạn,28660651563.0,24069114878.0,25564436760.0,25459002753.0,23529770779.0,26453793024.0,31152239631.0,38151872285.0
66,Phải trả người bán,4685455798.0,4626121697.0,4342409209.0,2932100358.0,4985232422.0,2717750076.0,6435770163.0,3953680397.0
67,Người mua trả tiền trước,281534535.0,1348321444.0,1583281535.0,463703630.0,175996000.0,66120000.0,76720000.0,114388819.0
68,Thuế và các khoản phải trả Nhà nước,1673766271.0,1754648718.0,2983075826.0,2233605739.0,1230971916.0,2143276747.0,3099419638.0,2425781963.0
69,Phải trả người lao động,8791807417.0,11530581616.0,13437917703.0,16880022234.0,14517764100.0,18508207300.0,17780865133.0,22883195089.0
70,Chi phí phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,525393946.0,519741946.0,624074246.0,518341946.0,73248721.0,56784127.0,509227601.0,148721421.0
75,Vay ngắn hạn,0.0,2350310150.0,1020865804.0,1020865804.0,1020865804.0,1020865804.0,0.0,5000000000.0
76,Dự phòng các khoản phải trả ngắn hạn,3980000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",12698713596.0,1939389307.0,1572812437.0,1410363042.0,1525691816.0,1940788970.0,3250237096.0,3626104596.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,13608157060.0,12760822544.0,10719090936.0,9698225132.0,8677359328.0,7656493524.0,0.0,0.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Vay dài hạn,13608157060.0,12760822544.0,10719090936.0,9698225132.0,8677359328.0,7656493524.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,34661968446.0,116329155534.0,134402895550.0,134686313043.0,148247368597.0,151149545281.0,52759609534.0,56553185940.0
96,Vốn và các quỹ,34661968446.0,116329155534.0,134402895550.0,134686313043.0,136955870793.0,140490046666.0,52759609534.0,56553185940.0
97,Vốn góp,20554473394.0,41711750000.0,41711750000.0,41711750000.0,41711750000.0,41711750000.0,41711750000.0,41711750000.0
98,Cổ phiếu phổ thông,20554473394.0,41711750000.0,41711750000.0,41711750000.0,41711750000.0,41711750000.0,41711750000.0,41711750000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,103267800.0,72964537594.0,88290536406.0,330046686.0,88598136406.0,88598136406.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,9750165009.0,0.0,0.0,0.0,650412945.0,1010147233.0,1560348015.0,3849232034.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,88290536406.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,4254062243.0,1652867940.0,4400609144.0,4353979951.0,5995571442.0,9170013027.0,9487511519.0,10992203906.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,LNST chưa phân phối kỳ này,4254062243.0,1652867940.0,4400609144.0,4353979951.0,5995571442.0,9170013027.0,9487511519.0,10992203906.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,11291497804.0,10659498615.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,7821600.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,11291497804.0,10651677015.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,76930777069.0,153159092956.0,170686423246.0,169843540928.0,180454498704.0,185259831829.0,83911849165.0,94705058225.0
