,CHỈ TIÊU,Q1 2015,Q2 2015,Q3 2015,Q2 2016
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,472364404.0,403649519.0,511152026.0,967590963.0
59,Trả trước dài hạn,472364404.0,403649519.0,459152026.0,967590963.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,52000000.0,0.0
63,Lợi thế thương mại,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,16855555893.0,22191218042.0,17751053237.0,19970894669.0
65,Nợ ngắn hạn,16855555893.0,22191218042.0,17751053237.0,19970894669.0
66,Phải trả người bán,1534262249.0,1837348418.0,813307143.0,1311601305.0
67,Người mua trả tiền trước,2765705900.0,2765705900.0,2765105900.0,1566146500.0
68,Thuế và các khoản phải trả Nhà nước,11635638931.0,11506434460.0,12987626460.0,12133091598.0
69,Phải trả người lao động,0.0,0.0,13200000.0,0.0
70,Chi phí phải trả,0.0,0.0,0.0,0.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0
74,Phải trả khác,325162.0,4596564665.0,70034135.0,3494936262.0
75,Vay ngắn hạn,0.0,0.0,0.0,0.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",919623651.0,1485164599.0,1101779599.0,1465119004.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0
80,Nợ dài hạn,0.0,0.0,0.0,0.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0
88,Vay dài hạn,0.0,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0
92,Dự phòng trợ cấp thôi việc,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,51954469529.0,47940282074.0,51198454506.0,49643083360.0
96,Vốn và các quỹ,50920932633.0,46431877258.0,50363350370.0,48638735724.0
97,Vốn góp,45419500000.0,45419500000.0,45419500000.0,45419500000.0
98,Cổ phiếu phổ thông,45419500000.0,45419500000.0,45419500000.0,45419500000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,87274764.0,356349456.0,356349456.0,538000288.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0
108,Quỹ dự phòng tài chính,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,5414157869.0,656027802.0,4587500914.0,2681235436.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,0.0,0.0,8381697.0
112,LNST chưa phân phối kỳ này,5414157869.0,656027802.0,4587500914.0,2672853739.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,1033536896.0,1508404816.0,835104136.0,1004347636.0
115,"Quỹ khen thưởng, phúc lợi (trước 2010)",0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,593554160.0,1068422080.0,395121400.0,564364900.0
117,Nguồn kinh phí đã hình thành TSCĐ,439982736.0,439982736.0,439982736.0,439982736.0
118,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,68810025422.0,70131500116.0,68949507743.0,69613978029.0
