,CHỈ TIÊU,2013,2014,2015,2016,2017
43,GTCL tài sản cố định vô hình,0.0,0.0,0.0,0.0,0.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,0.0,0.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0
51,Xây dựng cơ bản dở dang,643285188.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,300000000.0,300000000.0,300000000.0,300000000.0,145000000.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,300000000.0,300000000.0,300000000.0,300000000.0,145000000.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,1232176208.0,912317275.0,549120834.0,277894177.0,2884088.0
59,Trả trước dài hạn,1190707208.0,870848275.0,549120834.0,277894177.0,2884088.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,41469000.0,41469000.0,0.0,0.0,0.0
63,Lợi thế thương mại,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,40655365472.0,39141865330.0,41035804859.0,38364501720.0,35079700614.0
65,Nợ ngắn hạn,40655365472.0,39141865330.0,41035804859.0,38364501720.0,35079700614.0
66,Phải trả người bán,10263226747.0,13059080697.0,15156239465.0,14463822765.0,14105176370.0
67,Người mua trả tiền trước,16019436960.0,9943819899.0,10552253425.0,7839189764.0,1767256833.0
68,Thuế và các khoản phải trả Nhà nước,2676600897.0,4213371536.0,4113902885.0,3871636889.0,4545912031.0
69,Phải trả người lao động,579516770.0,280871879.0,722799278.0,637468256.0,1192269906.0
70,Chi phí phải trả,7652578289.0,4792056971.0,3578604222.0,4140548783.0,5524661718.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,1794748035.0,2169705474.0,3298494295.0,4508323974.0,4875220800.0
75,Vay ngắn hạn,1669257774.0,4682958874.0,3613511289.0,2903511289.0,3069202956.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",0.0,0.0,0.0,0.0,0.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,0.0,0.0,0.0,0.0,0.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0
88,Vay dài hạn,0.0,0.0,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0
92,Dự phòng trợ cấp thôi việc,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,22628065690.0,22831425630.0,16330099678.0,9205293456.0,7380579949.0
96,Vốn và các quỹ,22628065690.0,22831425630.0,16330099678.0,9205293456.0,7380579949.0
97,Vốn góp,25000000000.0,25000000000.0,25000000000.0,25000000000.0,25000000000.0
98,Cổ phiếu phổ thông,25000000000.0,25000000000.0,25000000000.0,25000000000.0,25000000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,0.0,0.0,0.0,0.0,0.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0
108,Quỹ dự phòng tài chính,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,-2371934310.0,-2168574370.0,-8669900322.0,-15794706544.0,-17619420051.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,0.0,-2168574370.0,-8669900322.0,-15794706544.0
112,LNST chưa phân phối kỳ này,-2371934310.0,-2168574370.0,-6501325952.0,-7124806222.0,-1824713507.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0
115,"Quỹ khen thưởng, phúc lợi (trước 2010)",0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0
118,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,63283431162.0,61973290960.0,57365904537.0,47569795176.0,42460280563.0
