,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
68,Thuế và các khoản phải trả Nhà nước,1204808578.0,5056699507.0,14106234773.0,9334629844.0,18459835348.0,24246648038.0,29226101655.0
69,Phải trả người lao động,3433865197.0,4795330919.0,7014005062.0,14998958530.0,10062471978.0,17882344555.0,14564153384.0
70,Chi phí phải trả,1497485997.0,1347249448.0,0.0,10736141103.0,4630962259.0,11641468778.0,12449750297.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,160519776.0,160519776.0,0.0,0.0,0.0,0.0,141891821.0
74,Phải trả khác,872261702.0,866099297.0,2499482473.0,3258269521.0,2816005716.0,941559250.0,2146080545.0
75,Vay ngắn hạn,207087986222.0,260648489246.0,462146497925.0,792102467234.0,931291895753.0,1409590342274.0,1983152401442.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",0.0,0.0,0.0,600000000.0,260600000.0,0.0,0.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,42266042423.0,28868907246.0,33393761526.0,130672143440.0,121988349712.0,318101693923.0,287535703391.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,227403001.0,63355321.0,143615212.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0,2873041903.0,4067622286.0
88,Vay dài hạn,42038639422.0,28805551925.0,33250146314.0,130672143440.0,121988349712.0,315228652020.0,283468081105.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,140316109644.0,267805225948.0,303892980486.0,558483856314.0,630904034566.0,720342641596.0,813727275015.0
96,Vốn và các quỹ,140316109644.0,267805225948.0,303892980486.0,558483856314.0,630904034566.0,720342641596.0,813727275015.0
97,Vốn góp,140000000000.0,250000000000.0,250000000000.0,479999990000.0,537598370000.0,602109020000.0,674359400000.0
98,Cổ phiếu phổ thông,140000000000.0,250000000000.0,250000000000.0,479999990000.0,537598370000.0,602109020000.0,674359400000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,-5477782055.0,-5477782055.0,-2497830555.0,-2497830555.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,0.0,0.0,0.0,3000000000.0,9200000000.0,16200000000.0,16200000000.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,316109644.0,17805225948.0,53892980486.0,80961648369.0,89583446621.0,104531452151.0,125665705570.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,316109644.0,316109644.0,17805225948.0,19071178739.0,16875268369.0,17712796621.0,31921072153.0
112,LNST chưa phân phối kỳ này,0.0,17489116304.0,36087754538.0,61890469630.0,72708178252.0,86818655530.0,93744633417.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,490292100177.0,651598747980.0,886231426191.0,1611942396242.0,1830147922989.0,2739085587744.0,3321100589906.0
