,CHỈ TIÊU,2020,2021,2022
37,GTCL TSCĐ hữu hình,29807780382.0,83338650875.0,27441242148.0
38,Nguyên giá TSCĐ hữu hình,35493418159.0,92560048159.0,35440647047.0
39,Khấu hao lũy kế TSCĐ hữu hình,-5685637777.0,-9221397284.0,-7999404899.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,9410634446.0,70814044406.0,9203810544.0
44,Nguyên giá TSCĐ vô hình,9601500000.0,71541500000.0,9661500000.0
45,Khấu hao lũy kế TSCĐ vô hình,-190865554.0,-727455594.0,-457689456.0
46,Bất động sản đầu tư,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,17110000000.0,200000000000.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,17110000000.0,200000000000.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0
58,Tài sản dài hạn khác,10656011294.0,9565646026.0,0.0
59,Trả trước dài hạn,358178498.0,297596510.0,0.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,52752322701.0,160978709793.0,7529518039.0
65,Nợ ngắn hạn,52292901872.0,160724588972.0,7529518039.0
66,Phải trả người bán,23031204664.0,10200038017.0,6549045714.0
67,Người mua trả tiền trước,45944800.0,36350000.0,50007300.0
68,Thuế và các khoản phải trả Nhà nước,1390133916.0,3642300293.0,598101839.0
69,Phải trả người lao động,0.0,0.0,0.0
70,Chi phí phải trả,27769923.0,20247255.0,0.0
71,Phải trả nội bộ,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0
74,Phải trả khác,0.0,112124628867.0,0.0
75,Vay ngắn hạn,27797848569.0,34368661354.0,0.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",0.0,332363186.0,332363186.0
78,Quỹ bình ổn giá,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0
80,Nợ dài hạn,459420829.0,254120821.0,0.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0
88,Vay dài hạn,459420829.0,254120821.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,343307352981.0,357917109910.0,298760059501.0
96,Vốn và các quỹ,343307352981.0,357917109910.0,298760059501.0
97,Vốn góp,280000000000.0,280000000000.0,280000000000.0
98,Cổ phiếu phổ thông,280000000000.0,280000000000.0,280000000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,-30000000.0,-30000000.0,-30000000.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,0.0,166181593.0,166181593.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0
110,Lãi chưa phân phối,12858053027.0,25794159801.0,18623877908.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,4548973372.0,10852039686.0,18663830490.0
112,LNST chưa phân phối kỳ này,8309079655.0,14942120115.0,-39952582.0
113,Lợi ích cổ đông không kiểm soát,50479299954.0,51986768516.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,396059675682.0,518895819703.0,306289577540.0
