,CHỈ TIÊU,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022
15,Phải thu khác,14781628980.0,9017134368.0,7901700488.0,9406930213.0,109278498029.0,0.0,0.0,0.0,0.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",56105176447.0,59812095882.0,67062370743.0,72930299446.0,80985149749.0,39959186976.0,34856900402.0,40087257437.0,39178169652.0
19,Hàng tồn kho,56105176447.0,59812095882.0,67062370743.0,72930299446.0,80985149749.0,39959186976.0,34856900402.0,40087257437.0,39178169652.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,873313869.0,382957513.0,503832854.0,452567890.0,5234461806.0,1180974399.0,86650341.0,342718333.0,214226480.0
22,Trả trước ngắn hạn,459819043.0,121842682.0,158244576.0,350850903.0,39982671.0,178832975.0,20299997.0,122645709.0,98712825.0
23,Thuế VAT phải thu,413494826.0,261114831.0,345588278.0,101716987.0,5194479135.0,1002141424.0,66350344.0,220072624.0,115513655.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,88281414828.0,48984549439.0,47946737268.0,95730691418.0,180828341307.0,239022479220.0,238430292087.0,237473983077.0,236645052692.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,85218414828.0,38588723636.0,37881164320.0,86040380336.0,154152695281.0,39022479220.0,38302913494.0,37473983077.0,36645052692.0
37,GTCL TSCĐ hữu hình,75807780382.0,29260181112.0,28592581842.0,27889641663.0,83338650875.0,29850021952.0,29047095340.0,28244168728.0,27441242148.0
38,Nguyên giá TSCĐ hữu hình,81493418159.0,35493418159.0,35493418159.0,35493418159.0,92560048159.0,35440647047.0,35440647047.0,35440647047.0,35440647047.0
39,Khấu hao lũy kế TSCĐ hữu hình,-5685637777.0,-6233237047.0,-6900836317.0,-7603776496.0,-9221397284.0,-5590625095.0,-6393551707.0,-7196478319.0,-7999404899.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,9410634446.0,9328542524.0,9288582478.0,58150738673.0,70814044406.0,9172457268.0,9255818154.0,9229814349.0,9203810544.0
44,Nguyên giá TSCĐ vô hình,9601500000.0,9601500000.0,9541500000.0,58541500000.0,71541500000.0,9541500000.0,9661500000.0,9661500000.0,9661500000.0
45,Khấu hao lũy kế TSCĐ vô hình,-190865554.0,-272957476.0,-252917522.0,-390761327.0,-727455594.0,-369042732.0,-405681846.0,-431685651.0,-457689456.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,3000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,0.0,0.0,17110000000.0,200000000000.0,200000000000.0,200000000000.0,200000000000.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,17110000000.0,200000000000.0,200000000000.0,200000000000.0,200000000000.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,63000000.0,10395825803.0,10065572948.0,9690311082.0,9565646026.0,0.0,127378593.0,0.0,0.0
59,Trả trước dài hạn,0.0,355438827.0,282631792.0,164815746.0,297596510.0,0.0,127378593.0,0.0,0.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,63000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,52772111089.0,51464321433.0,40362852454.0,46826938304.0,160978709793.0,6928584672.0,15080079175.0,14470143890.0,7529518039.0
65,Nợ ngắn hạn,52174746912.0,51017588105.0,39928806627.0,46379629978.0,160724588972.0,6928584672.0,15080079175.0,14470143890.0,7529518039.0
66,Phải trả người bán,23059716064.0,19304386107.0,7428580936.0,11301564415.0,10200038017.0,1216053782.0,12036975017.0,13034480922.0,6549045714.0
67,Người mua trả tiền trước,30884528.0,1464742546.0,0.0,1474244.0,36350000.0,1352184896.0,0.0,25993360.0,50007300.0
68,Thuế và các khoản phải trả Nhà nước,1390097751.0,508505725.0,826422926.0,1386154960.0,3642300293.0,1521890885.0,600586502.0,982147341.0,598101839.0
69,Phải trả người lao động,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Chi phí phải trả,0.0,53394410.0,26030804.0,37650239.0,20247255.0,21811448.0,0.0,21818181.0,0.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,0.0,294612006.0,111890738.0,104841094.0,112124628867.0,61821035.0,69706310.0,73340900.0,0.0
75,Vay ngắn hạn,27694048569.0,29391947311.0,31203518037.0,33215581840.0,34368661354.0,2422459440.0,2040448160.0,0.0,0.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",0.0,0.0,332363186.0,332363186.0,332363186.0,332363186.0,332363186.0,332363186.0,332363186.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,597364177.0,446733328.0,434045827.0,447308326.0,254120821.0,0.0,0.0,0.0,0.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,34143348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Vay dài hạn,563220829.0,446733328.0,434045827.0,447308326.0,254120821.0,0.0,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,333169313338.0,343897109878.0,346046526264.0,349557285474.0,357917109910.0,297425031785.0,298800012083.0,300325326226.0,298760059501.0
96,Vốn và các quỹ,333169313338.0,343897109878.0,346046526264.0,349557285474.0,357917109910.0,297425031785.0,298800012083.0,300325326226.0,298760059501.0
97,Vốn góp,280000000000.0,280000000000.0,280000000000.0,280000000000.0,280000000000.0,280000000000.0,280000000000.0,280000000000.0,280000000000.0
98,Cổ phiếu phổ thông,280000000000.0,280000000000.0,280000000000.0,280000000000.0,280000000000.0,280000000000.0,280000000000.0,280000000000.0,280000000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,-30000000.0,-30000000.0,-30000000.0,-30000000.0,-30000000.0,-30000000.0,-30000000.0,-30000000.0,-30000000.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,0.0,0.0,166181593.0,166181593.0,166181593.0,166181593.0,166181593.0,166181593.0,166181593.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,12694222917.0,13397864486.0,15190278286.0,18307276096.0,25794159801.0,17288850192.0,18663830490.0,20189144633.0,18623877908.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,4396403669.0,12858053027.0,12359508248.0,12359508248.0,10852039686.0,16687568081.0,16687568081.0,18663830490.0,18663830490.0
112,LNST chưa phân phối kỳ này,8297819248.0,539811459.0,2830770038.0,5947767848.0,14942120115.0,601282111.0,1976262409.0,1525314143.0,-39952582.0
113,Lợi ích cổ đông không kiểm soát,40505090421.0,50529245392.0,50720066385.0,51113827785.0,51986768516.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,385941424427.0,395361431311.0,386409378718.0,396384223778.0,518895819703.0,304353616457.0,313880091258.0,314795470116.0,306289577540.0
