,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,1948156200.0,1948156200.0,0.0,0.0,2542164570.0,1226432754.0,3812031292.0
59,Trả trước dài hạn,0.0,0.0,0.0,0.0,2542164570.0,1226432754.0,3812031292.0
60,Thuế thu nhập hoãn lại phải thu,1948156200.0,1948156200.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,407545361404.0,463780910998.0,270544123197.0,388130022008.0,338484851103.0,416508607751.0,321058596595.0
65,Nợ ngắn hạn,407545361404.0,463780910998.0,270544123197.0,388130022008.0,338484851103.0,416508607751.0,321058596595.0
66,Phải trả người bán,71221916645.0,75413273791.0,104395174164.0,89568966445.0,68512286360.0,163606917683.0,145894604764.0
67,Người mua trả tiền trước,829452855.0,47012554655.0,19478205942.0,162218432587.0,42491360700.0,59595471100.0,19956424248.0
68,Thuế và các khoản phải trả Nhà nước,1475477763.0,0.0,59815983.0,2656395603.0,4107755713.0,46720365527.0,11545251104.0
69,Phải trả người lao động,67311809671.0,65698734900.0,39552001865.0,45068399579.0,39653027993.0,22231529486.0,16272194047.0
70,Chi phí phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,252948560584.0,259174247584.0,98011825475.0,80136443026.0,173917268247.0,103724833634.0,77372174972.0
75,Vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Dự phòng các khoản phải trả ngắn hạn,9740781000.0,9740781000.0,0.0,0.0,0.0,0.0,14862273042.0
77,"Quỹ khen thưởng, phúc lợi",4017362886.0,6741319068.0,9047099768.0,8481384768.0,9803152090.0,20629490321.0,35155674418.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Dự phòng trợ cấp thôi việc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,133750056352.0,144163780447.0,147749263189.0,156049421378.0,177181093128.0,327351408359.0,322760715656.0
96,Vốn và các quỹ,133750056352.0,144163780447.0,147749263189.0,156049421378.0,177181093128.0,327351408359.0,322760715656.0
97,Vốn góp,50000000000.0,50000000000.0,50000000000.0,50000000000.0,50000000000.0,50000000000.0,50000000000.0
98,Cổ phiếu phổ thông,50000000000.0,50000000000.0,50000000000.0,50000000000.0,50000000000.0,50000000000.0,50000000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,52120649483.0,61256646965.0,69304802125.0,81317154742.0,96140023545.0,102392989073.0,109267000000.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Quỹ dự phòng tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,31629406869.0,32907133482.0,28444461064.0,24732266636.0,31041069583.0,174958419286.0,163493715656.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,31629406869.0,11327190242.0,11327190242.0,6864517824.0,6864517824.0,152426494781.0,145177711042.0
112,LNST chưa phân phối kỳ này,0.0,21579943240.0,17117270822.0,17867748812.0,24176551759.0,22531924505.0,18316004614.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,"Quỹ khen thưởng, phúc lợi (trước 2010)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,541295417756.0,607944691445.0,418293386386.0,544179443386.0,515665944231.0,743860016110.0,643819312251.0
