,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,132923726485.0,13052329944.0,0.0,0.0,0.0,0.0,0.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,619939562.0,249197659.0,236501738.0,1825295293.0,970839764.0,22767279725.0,188910330.0,33093333.0
59,Trả trước dài hạn,619939562.0,249197659.0,236501738.0,1825295293.0,970839764.0,22767279725.0,188910330.0,33093333.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,1689971667008.0,1665312890822.0,1526054819019.0,1391034011700.0,1293593673518.0,1162400868549.0,1004039416183.0,795505398035.0
65,Nợ ngắn hạn,290730535165.0,346422716170.0,304168644367.0,159697020880.0,185715498866.0,183799421170.0,175169241531.0,108639223383.0
66,Phải trả người bán,177332906414.0,231582986817.0,160496722057.0,22043406621.0,14898669756.0,13559797115.0,3783709859.0,2685107773.0
67,Người mua trả tiền trước,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Thuế và các khoản phải trả Nhà nước,31412845313.0,20405269126.0,30415540244.0,11141085296.0,8369680707.0,12989465254.0,14706254140.0,11820113961.0
69,Phải trả người lao động,1623567761.0,984982480.0,993285155.0,1034636760.0,990972462.0,797646133.0,903473655.0,852705555.0
70,Chi phí phải trả,29668802739.0,29246425330.0,12276979848.0,10601296643.0,19902747699.0,19067693090.0,10000000000.0,11773586779.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,2857987938.0,2211052417.0,2982117063.0,7872595560.0,7500130563.0,16814181566.0,29625727936.0,5312835315.0
75,Vay ngắn hạn,47834425000.0,61992000000.0,97004000000.0,107004000000.0,133853297679.0,120370638012.0,115950075941.0,75794874000.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",0.0,0.0,0.0,0.0,200000000.0,200000000.0,200000000.0,400000000.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,1399241131843.0,1318890174652.0,1221886174652.0,1231336990820.0,1107878174652.0,978601447379.0,828870174652.0,686866174652.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,76478957191.0,54120000000.0,54120000000.0,54120000000.0,44120000000.0,34120000000.0,24120000000.0,14120000000.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0,7727272727.0,0.0,0.0
88,Vay dài hạn,1322762174652.0,1264770174652.0,1167766174652.0,1177216990820.0,1063758174652.0,936754174652.0,804750174652.0,672746174652.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,543259379918.0,554007197105.0,617178415069.0,670342912761.0,618416600187.0,678449923156.0,706007648184.0,827011829368.0
96,Vốn và các quỹ,543259379918.0,554007197105.0,617178415069.0,670342912761.0,618416600187.0,678449923156.0,706007648184.0,827011829368.0
97,Vốn góp,650000000000.0,650000000000.0,650000000000.0,660000000000.0,660000000000.0,660000000000.0,660000000000.0,660000000000.0
98,Cổ phiếu phổ thông,650000000000.0,650000000000.0,650000000000.0,660000000000.0,660000000000.0,660000000000.0,660000000000.0,660000000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,0.0,0.0,0.0,0.0,0.0,0.0,200000000.0,400000000.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,200000000.0,200000000.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,-106740620082.0,-95992802895.0,-32821584931.0,10342912761.0,-41783399813.0,18249923156.0,45807648184.0,166611829368.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,-85050010434.0,-106740620082.0,-95992802895.0,-32821584931.0,42912761.0,-41783399813.0,18249923156.0,12407648184.0
112,LNST chưa phân phối kỳ này,-21690609648.0,10747817187.0,63171217964.0,43164497692.0,-41826312574.0,60033322969.0,27557725028.0,154204181184.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,2233231046926.0,2219320087927.0,2143233234088.0,2061376924461.0,1912010273705.0,1840850791705.0,1710047064367.0,1622517227403.0
