,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,4110409443.0,1601016328.0,22974523607.0,2485327229.0,1086357406.0,1511254379.0,7788058241.0
75,Vay ngắn hạn,97884503500.0,106644887300.0,109119783000.0,86449912000.0,357613530750.0,471311583000.0,534397000000.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",0.0,0.0,0.0,0.0,1651058876.0,3848308504.0,6784956885.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,1566671000.0,1486683000.0,1006695000.0,526707000.0,292500000.0,392500000.0,297500000.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,292500000.0,392500000.0,297500000.0
88,Vay dài hạn,1566671000.0,1486683000.0,1006695000.0,526707000.0,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,311688892269.0,340793682286.0,370368149990.0,403427654800.0,435286263398.0,926404122645.0,950413755981.0
96,Vốn và các quỹ,311688892269.0,340793682286.0,370368149990.0,403427654800.0,435286263398.0,926404122645.0,950413755981.0
97,Vốn góp,288000000000.0,288000000000.0,288000000000.0,288000000000.0,374398730000.0,800000000000.0,800000000000.0
98,Cổ phiếu phổ thông,288000000000.0,288000000000.0,288000000000.0,288000000000.0,374398730000.0,800000000000.0,800000000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,42560127000.0,42560127000.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,59516176.0,59516176.0,59516176.0,59516176.0,59516176.0,59516176.0,59516176.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,23629376093.0,52734166110.0,82308633814.0,115368138624.0,60828017222.0,83784479469.0,107794112805.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,7237309030.0,23629376093.0,52734166110.0,82346961090.0,12918349748.0,18432533849.0,80516882188.0
112,LNST chưa phân phối kỳ này,16392067063.0,29104790017.0,29574467704.0,33021177534.0,47909667474.0,65351945620.0,27277230617.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,471381290847.0,535152262001.0,580656601836.0,663350291172.0,1170095773785.0,1592951748069.0,1673163322411.0
