,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,15747266234.0,38290429974.0,11550184252.0,18537469247.0,26369816216.0,35183733901.0,24787155058.0,35059897980.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,19550000000.0,19550000000.0,19550000000.0,19550000000.0,19550000000.0,19000000000.0,19000000000.0,19000000000.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,19550000000.0,19550000000.0,19000000000.0,19000000000.0,19000000000.0,19000000000.0,19000000000.0,19000000000.0
55,Đầu tư dài hạn khác,0.0,0.0,550000000.0,550000000.0,550000000.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,4297684839.0,3445338877.0,6441554168.0,7727909832.0,15594968988.0,13271813547.0,21785644230.0,25851280982.0
59,Trả trước dài hạn,4297684839.0,3445338877.0,6441554168.0,7727909832.0,15594968988.0,13271813547.0,21785644230.0,25851280982.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,66072461413.0,85897230360.0,96157835144.0,110282795740.0,264555354480.0,801902751379.0,809300332829.0,876965718702.0
65,Nợ ngắn hạn,9577012082.0,21755971450.0,32549061198.0,33342256307.0,32717850809.0,42049074898.0,35627436896.0,81839059137.0
66,Phải trả người bán,1933928579.0,5821382607.0,12137463700.0,8252687152.0,7668933409.0,8983784112.0,5753415220.0,12385857853.0
67,Người mua trả tiền trước,278962481.0,4579543556.0,4162418182.0,3007652207.0,2744009705.0,6377390961.0,6194148909.0,3225562365.0
68,Thuế và các khoản phải trả Nhà nước,504572248.0,853018617.0,307383479.0,1176744521.0,1493166921.0,1033712918.0,1359827548.0,3324701829.0
69,Phải trả người lao động,3150337100.0,3613077200.0,3682487600.0,6860676560.0,5973407900.0,8257473100.0,6893975400.0,7925984624.0
70,Chi phí phải trả,315000000.0,240000000.0,240000000.0,195000000.0,180000000.0,150000000.0,218716800.0,30314626165.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,3172214736.0,2766506954.0,1687835107.0,1864551492.0,1973944194.0,1945166526.0,1955350913.0,2038194641.0
75,Vay ngắn hạn,0.0,3087642418.0,8384947241.0,8475663426.0,10172875496.0,13288955540.0,9304783937.0,14126800070.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,1980000000.0,5427456135.0
77,"Quỹ khen thưởng, phúc lợi",221996938.0,794800098.0,1946525889.0,3509280949.0,2511513184.0,2012591741.0,1967218169.0,3069875455.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,56495449331.0,64141258910.0,63608773946.0,76940539433.0,231837503671.0,759853676481.0,773672895933.0,795126659565.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,11672368775.0,32635511775.0,189791839214.0,717271777122.0,734271777122.0,758051535531.0
88,Vay dài hạn,56495449331.0,64141258910.0,51936405171.0,44305027658.0,42045664457.0,42581899359.0,39401118811.0,37075124034.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,96682649350.0,127129629567.0,117927569028.0,118159160053.0,118487175169.0,118535778598.0,119413399934.0,122884382415.0
96,Vốn và các quỹ,96682649350.0,127129629567.0,117927569028.0,118159160053.0,118487175169.0,118535778598.0,119413399934.0,122884382415.0
97,Vốn góp,86405600775.0,111686760000.0,111686760000.0,111686760000.0,111686760000.0,111686760000.0,111686760000.0,111686760000.0
98,Cổ phiếu phổ thông,86405600775.0,111686760000.0,111686760000.0,111686760000.0,111686760000.0,111686760000.0,111686760000.0,111686760000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,8187631225.0,11903368130.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,118480274.0,118480274.0,118480274.0,118480274.0,118480274.0,118480274.0,118480274.0,118480274.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,506399174.0,767909590.0,1032687223.0,1286646062.0,1286646062.0
110,Lãi chưa phân phối,1970937076.0,3421021163.0,5503521529.0,5228713380.0,5295218080.0,5079043876.0,5702706373.0,9173688854.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,608900419.0,2035010598.0,404680363.0,-1494932.0,-334583.0,-132895.0,59761.0,4142651.0
112,LNST chưa phân phối kỳ này,1362036657.0,1386010565.0,5098841166.0,5230208312.0,5295552663.0,5079176771.0,5702646612.0,9169546203.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,618807225.0,618807225.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,162755110763.0,213026859927.0,214085404172.0,228441955793.0,383042529649.0,920438529977.0,928713732763.0,999850101117.0
