,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,84393778109.0,75971107346.0,72512980938.0,65825626837.0,62959576535.0,56446556559.0,50699192749.0
37,GTCL TSCĐ hữu hình,84393778109.0,75971107346.0,72512980938.0,65825626837.0,62959576535.0,56446556559.0,50699192749.0
38,Nguyên giá TSCĐ hữu hình,139897865507.0,122762315759.0,128537904759.0,134217380950.0,140214275950.0,142865665950.0,144432707654.0
39,Khấu hao lũy kế TSCĐ hữu hình,-55504087398.0,-46791208413.0,-56024923821.0,-68391754113.0,-77254699415.0,-86419109391.0,-93733514905.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,183333338.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,13816208632.0,18401384792.0,12935346777.0,8084963061.0,4880298793.0,8371436261.0,12665361821.0
59,Trả trước dài hạn,13816208632.0,18401384792.0,12935346777.0,8084963061.0,4880298793.0,8371436261.0,12665361821.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,62300519209.0,60974853357.0,51645842487.0,39515017205.0,28433547626.0,38942654736.0,37332276379.0
65,Nợ ngắn hạn,56416971911.0,54156238483.0,44173660037.0,36400267205.0,26631382626.0,32955670036.0,31413285179.0
66,Phải trả người bán,4388169532.0,2487025923.0,1059857325.0,1194701480.0,1599477940.0,1851134330.0,6006790056.0
67,Người mua trả tiền trước,0.0,0.0,101700000.0,55660000.0,0.0,332528000.0,2548000.0
68,Thuế và các khoản phải trả Nhà nước,6340001057.0,5309798579.0,5889255422.0,15334906627.0,2309671082.0,2482044153.0,8433176747.0
69,Phải trả người lao động,2424360078.0,1910809637.0,2330168399.0,2982379387.0,2686438293.0,957215070.0,1893937191.0
70,Chi phí phải trả,0.0,0.0,0.0,0.0,0.0,0.0,267598255.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,8558598905.0,12287193700.0,12783452600.0,14584853400.0,14838529000.0,9084660000.0,11724895000.0
75,Vay ngắn hạn,33913148028.0,31357616333.0,20877402980.0,600000000.0,1900000000.0,15582774173.0,1105062020.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",792694311.0,803794311.0,1131823311.0,1647766311.0,3297266311.0,2665314310.0,1979277910.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,5883547298.0,6818614874.0,7472182450.0,3114750000.0,1802165000.0,5986984700.0,5918991200.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,26250000.0,26250000.0,21250000.0,21250000.0,536165000.0,5986984700.0,5918991200.0
88,Vay dài hạn,5857297298.0,6792364874.0,7450932450.0,3093500000.0,1266000000.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,48142386814.0,49900592270.0,51199027828.0,54924839967.0,52493613327.0,47303552133.0,49916203996.0
96,Vốn và các quỹ,48142386814.0,49900592270.0,51199027828.0,54924839967.0,52493613327.0,47303552133.0,49916203996.0
97,Vốn góp,39860000000.0,39860000000.0,39860000000.0,39860000000.0,39860000000.0,39860000000.0,39860000000.0
98,Cổ phiếu phổ thông,39860000000.0,39860000000.0,39860000000.0,39860000000.0,39860000000.0,39860000000.0,39860000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,665930000.0,665930000.0,665930000.0,665930000.0,665930000.0,665930000.0,665930000.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,1778482263.0,2776856814.0,3469762270.0,4389897828.0,4389897828.0,4389897828.0,4389897828.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,5837974551.0,6597805456.0,7203335558.0,10009012139.0,7577785499.0,2387724305.0,5000376168.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,0.0,0.0,0.0,1730012139.0,1700000000.0,0.0
112,LNST chưa phân phối kỳ này,5837974551.0,6597805456.0,7203335558.0,10009012139.0,5847773360.0,687724305.0,5000376168.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,110442906023.0,110875445627.0,102844870315.0,94439857172.0,80927160953.0,86246206869.0,87248480375.0
