,CHỈ TIÊU,2015,2016,2017,2018,2020,2021
59,Trả trước dài hạn,6275644120.0,6508399424.0,7531324777.0,14092824362.0,12144956703.0,11764896768.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,430453004433.0,351448663961.0,331515349049.0,319494180351.0,312023268366.0,343718197557.0
65,Nợ ngắn hạn,416926439433.0,338583098961.0,331372849049.0,319494180351.0,312023268366.0,343718197557.0
66,Phải trả người bán,221128584602.0,187116829991.0,153296463642.0,155036231567.0,159160307878.0,173631557837.0
67,Người mua trả tiền trước,59779834772.0,52227509524.0,33517937009.0,18051557558.0,6887630143.0,28746034110.0
68,Thuế và các khoản phải trả Nhà nước,12140741203.0,11466875223.0,12315777523.0,11018061593.0,12010850605.0,11323826809.0
69,Phải trả người lao động,31772999288.0,8001887925.0,3168232179.0,3123316171.0,377219976.0,374208802.0
70,Chi phí phải trả,2083519366.0,2083519366.0,0.0,0.0,47500000.0,526819154.0
71,Phải trả nội bộ,4658575794.0,0.0,0.0,599105708.0,415130146.0,415130146.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,37895824459.0,40234785682.0,77939181887.0,83626476950.0,95355453314.0,98368212135.0
75,Vay ngắn hạn,47439930461.0,37295926601.0,51129075166.0,48033249161.0,37762994661.0,30195018511.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",26429488.0,155764649.0,6181643.0,6181643.0,6181643.0,137390053.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,13526565000.0,12865565000.0,142500000.0,0.0,0.0,0.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
88,Vay dài hạn,13526565000.0,12865565000.0,142500000.0,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,28667111748.0,27857260420.0,27403076764.0,27653067212.0,28984017512.0,30030029838.0
96,Vốn và các quỹ,28667111748.0,27857260420.0,27403076764.0,27653067212.0,28984017512.0,30030029838.0
97,Vốn góp,23099080000.0,23099080000.0,23099080000.0,23099080000.0,23099080000.0,23099080000.0
98,Cổ phiếu phổ thông,23099080000.0,23099080000.0,23099080000.0,23099080000.0,23099080000.0,23099080000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,871521815.0,871521815.0,871521815.0,871521815.0,871521815.0,871521815.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,2667256320.0,2866670269.0,2898651267.0,2898651267.0,2898651267.0,2898651267.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,2029253613.0,1019988336.0,533823682.0,783814130.0,2114764430.0,3160776756.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,5672727.0,0.0,533823682.0,827980154.0,2114764430.0
112,LNST chưa phân phối kỳ này,2029253613.0,1014315609.0,533823682.0,249990448.0,1286784276.0,1046012326.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,459120116181.0,379305924381.0,358918425813.0,347147247563.0,341007285878.0,373748227395.0
