,CHỈ TIÊU,Q1 2009,Q2 2009,Q3 2009,Q3 2010,Q3 2012,Q2 2013,Q3 2013
18,"Hàng tồn kho, ròng",34381880053.0,36114638131.0,36114638131.0,23402942835.0,7415055122.0,6594659170.0,6642892419.0
19,Hàng tồn kho,34381880053.0,36114638131.0,36114638131.0,23402942835.0,7415055122.0,6594659170.0,6642892419.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,3797561904.0,2983111408.0,2983111408.0,1724071529.0,261710075.0,159098000.0,137604695.0
22,Trả trước ngắn hạn,0.0,0.0,0.0,1209192625.0,0.0,13400000.0,13400000.0
23,Thuế VAT phải thu,354556157.0,163640336.0,163640336.0,425176904.0,46997075.0,0.0,71599695.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,3443005747.0,2819471072.0,2819471072.0,89702000.0,214713000.0,145698000.0,52605000.0
27,TÀI SẢN DÀI HẠN,39336193040.0,39043310828.0,39043310828.0,40284884046.0,36042069931.0,25732395738.0,25118437810.0
28,Phải thu dài hạn,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,29515850158.0,28770913738.0,28770913738.0,28469953822.0,21958513998.0,19773340728.0,19135332800.0
37,GTCL TSCĐ hữu hình,29515850158.0,28770913738.0,28770913738.0,28469953822.0,21916534837.0,19743549070.0,19109603643.0
38,Nguyên giá TSCĐ hữu hình,48476362539.0,49448344206.0,49448344206.0,51869122492.0,51184070813.0,50741434663.0,50741434663.0
39,Khấu hao lũy kế TSCĐ hữu hình,-18960512381.0,-20677430468.0,-20677430468.0,-23399168670.0,-29267535976.0,-30997885593.0,-31631831020.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,0.0,0.0,41979161.0,29791658.0,25729157.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,0.0,0.0,65000000.0,65000000.0,65000000.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,0.0,0.0,-23020839.0,-35208342.0,-39270843.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Xây dựng cơ bản dở dang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,8551200000.0,9041200000.0,9041200000.0,10701833320.0,12356833320.0,4939250613.0,4939250613.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,12801833320.0,0.0
55,Đầu tư dài hạn khác,8551200000.0,9041200000.0,9041200000.0,10701833320.0,12801833320.0,-7862582707.0,12801833320.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,-445000000.0,0.0,-7862582707.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,1260142882.0,1222197090.0,1222197090.0,1104096904.0,1717722613.0,1010804397.0,1034854397.0
59,Trả trước dài hạn,1260142882.0,1222197090.0,1222197090.0,1104096904.0,1717722613.0,1010804397.0,1034854397.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,159789206545.0,190386323301.0,190386323301.0,170470184758.0,133516293665.0,134661951421.0,135572928907.0
65,Nợ ngắn hạn,148401628876.0,179030316932.0,179030316932.0,159082617377.0,122173084428.0,123364951421.0,124275928907.0
66,Phải trả người bán,17897769013.0,12739612530.0,12739612530.0,21199327730.0,6642954882.0,4885008869.0,4864934879.0
67,Người mua trả tiền trước,10598466364.0,17747657276.0,17747657276.0,2888920835.0,1838421501.0,2912551972.0,911505210.0
68,Thuế và các khoản phải trả Nhà nước,3773828045.0,2159757167.0,2159757167.0,3676606747.0,4430578019.0,886983760.0,1908456682.0
69,Phải trả người lao động,0.0,0.0,0.0,377918076.0,0.0,0.0,0.0
70,Chi phí phải trả,79943076.0,82955576.0,82955576.0,0.0,5088260675.0,56872000.0,30375600.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,16489658378.0,11672334383.0,11672334383.0,23450843989.0,16210849730.0,27068609199.0,29799273959.0
75,Vay ngắn hạn,99561964000.0,134628000000.0,134628000000.0,107489000000.0,87381543044.0,87071543044.0,86278000000.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",0.0,0.0,0.0,0.0,580476577.0,483382577.0,483382577.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,11387577669.0,11356006369.0,11356006369.0,11387567381.0,11343209237.0,11297000000.0,11297000000.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,35500000.0,35500000.0,35500000.0,35500000.0,35500000.0,0.0,0.0
88,Vay dài hạn,11297000000.0,11297000000.0,11297000000.0,11297000000.0,11297000000.0,11297000000.0,11297000000.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Dự phòng trợ cấp thôi việc,55077669.0,23506369.0,23506369.0,55067381.0,10709237.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,41360645656.0,41171680513.0,41171680513.0,52927083484.0,38953299646.0,-92715704828.0,-93542045977.0
96,Vốn và các quỹ,40985064028.0,40746566091.0,40746566091.0,52230763700.0,38953299646.0,-92715704828.0,-93542045977.0
97,Vốn góp,33000000000.0,33000000000.0,33000000000.0,42000000000.0,42000000000.0,42000000000.0,42000000000.0
98,Cổ phiếu phổ thông,33000000000.0,33000000000.0,33000000000.0,42000000000.0,42000000000.0,42000000000.0,42000000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,289410000.0,289410000.0,289410000.0,559410000.0,559410000.0,559410000.0,559410000.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,-1353000000.0,-1353000000.0,-1353000000.0,-1353000000.0,-1353000000.0,-1353000000.0,-1353000000.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,0.0,0.0,0.0,1529353953.0,2036572261.0,2036572261.0,2036572261.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Quỹ dự phòng tài chính,217136248.0,598926392.0,598926392.0,1618495694.0,2125714002.0,2125714002.0,2125714002.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,8831517780.0,8211229699.0,8211229699.0,7876504053.0,-6415396617.0,-138084401091.0,-138910742240.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,LNST chưa phân phối kỳ này,8831517780.0,8211229699.0,8211229699.0,7876504053.0,-6415396617.0,-138084401091.0,-138910742240.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,375581628.0,425114422.0,425114422.0,696319784.0,0.0,0.0,0.0
115,"Quỹ khen thưởng, phúc lợi (trước 2010)",375581628.0,425114422.0,425114422.0,696319784.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,201149852201.0,231558003814.0,231558003814.0,223397268242.0,172469593311.0,41946246593.0,42030882930.0
