,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
80,Nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,45894480689.0,50844879315.0,50620643531.0,50071552019.0,49912337207.0,49767352734.0,49625736476.0,58213987466.0
96,Vốn và các quỹ,44228024394.0,44686592394.0,45118681394.0,45570014624.0,46023110775.0,46476315691.0,46928037285.0,56109626127.0
97,Vốn góp,44000000000.0,44000000000.0,44000000000.0,44000000000.0,44000000000.0,44000000000.0,44000000000.0,44000000000.0
98,Cổ phiếu phổ thông,44000000000.0,44000000000.0,44000000000.0,44000000000.0,44000000000.0,44000000000.0,44000000000.0,44000000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,228024394.0,686592394.0,1118681394.0,1570014624.0,2023110775.0,2476315691.0,2928037285.0,2928037285.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9181588842.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,LNST chưa phân phối kỳ này,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9181588842.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,1666456295.0,6158286921.0,5501962137.0,4501537395.0,3889226432.0,3291037043.0,2697699191.0,2104361339.0
116,Vốn ngân sách nhà nước,-126486125.0,0.0,0.0,0.0,0.0,3291037043.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,1792942420.0,6158286921.0,5501962137.0,4501537395.0,3889226432.0,0.0,2697699191.0,2104361339.0
119,TỔNG CỘNG NGUỒN VỐN,86949950029.0,97539381958.0,87972653393.0,100913619170.0,105921688991.0,112468036747.0,136605806961.0,171848244826.0
